Filename,Frame,Time (mins),Period,Period time (mins),OpCode,TapeReader,Depth,Family,Genus,Species,Code,MaxN,Has fed
CHILCOTT_BRUV5_C3_01.MP4,48470,13.4774,CHILCOTT_BRUV5_C3,11.0902,CHILCOTT_BRUV5_C3,ECM,34,Acanthuridae,Acanthurus,nigrofuscus,37437014,3,No
CHILCOTT_BRUV5_C3_01.MP4,20073,5.5814,CHILCOTT_BRUV5_C3,3.1943,CHILCOTT_BRUV5_C3,ECM,34,Acanthuridae,Ctenochaetus,striatus,37437022,2,No
CHILCOTT_BRUV5_C3_02.MP4,12077,20.9924,CHILCOTT_BRUV5_C3,18.6053,CHILCOTT_BRUV5_C3,ECM,34,Balistidae,Balistoides,conspicillum,37465031,1,No
CHILCOTT_BRUV5_C3_02.MP4,40680,28.9456,CHILCOTT_BRUV5_C3,26.5585,CHILCOTT_BRUV5_C3,ECM,34,Balistidae,Pseudobalistes,flavimarginatus,37465071,1,No
CHILCOTT_BRUV5_C3_03.MP4,13077,38.9047,CHILCOTT_BRUV5_C3,36.5176,CHILCOTT_BRUV5_C3,ECM,34,Carangidae,Caranx,melampygus,37337050,1,No
CHILCOTT_BRUV5_C3_02.MP4,40393,28.8658,CHILCOTT_BRUV5_C3,26.4787,CHILCOTT_BRUV5_C3,ECM,34,Carangidae,Selar,crumenophthalmus,37337009,62,No
CHILCOTT_BRUV5_C3_01.MP4,20818,5.7886,CHILCOTT_BRUV5_C3,3.4015,CHILCOTT_BRUV5_C3,ECM,34,Chaetodontidae,Chaetodon,kleinii,37365040,2,No
CHILCOTT_BRUV5_C3_01.MP4,30225,8.4042,CHILCOTT_BRUV5_C3,6.0171,CHILCOTT_BRUV5_C3,ECM,34,Chaetodontidae,Chaetodon,sp,,2,No
CHILCOTT_BRUV5_C3_01.MP4,20073,5.5814,CHILCOTT_BRUV5_C3,3.1943,CHILCOTT_BRUV5_C3,ECM,34,Chaetodontidae,Chaetodon,unimaculatus,37365061,1,No
CHILCOTT_BRUV5_C3_01.MP4,57844,16.0838,CHILCOTT_BRUV5_C3,13.6967,CHILCOTT_BRUV5_C3,ECM,34,Labridae,Choerodon,jordani,37384077,1,No
