Filename,Frame,Time (mins),Period,Period time (mins),OpCode,TapeReader,Depth,Family,Genus,Species,Code,MaxN,Has fed
KENN_BRUV3_C6_02.MP4,1439,18.1679,Kenn BRUV3 Start,6.9205,KENN_BRUV3_C6,ECM,45,Acanthuridae,Acanthurus,pyroferus,37437017,1,No
KENN_BRUV3_C6_04.MP4,48630,66.5582,Kenn BRUV3 Start,55.3108,KENN_BRUV3_C6,ECM,45,Acanthuridae,Acanthurus,thompsoni,37437018,5,No
KENN_BRUV3_C6_01.MP4,45349,12.6095,Kenn BRUV3 Start,1.3622,KENN_BRUV3_C6,ECM,45,Acanthuridae,Ctenochaetus,striatus,37437022,1,No
KENN_BRUV3_C6_01.MP4,40450,11.2473,Kenn BRUV3 Start,0,KENN_BRUV3_C6,ECM,45,Balistidae,Balistoides,conspicillum,37465031,1,No
KENN_BRUV3_C6_03.MP4,43370,47.4613,Kenn BRUV3 Start,36.214,KENN_BRUV3_C6,ECM,45,Carangidae,Caranx,melampygus,37337050,1,No
KENN_BRUV3_C6_02.MP4,13944,21.645,Kenn BRUV3 Start,10.3976,KENN_BRUV3_C6,ECM,45,Carcharhinidae,Carcharhinus,albimarginatus,37018027,1,No
KENN_BRUV3_C6_04.MP4,15879,57.4516,Kenn BRUV3 Start,46.2042,KENN_BRUV3_C6,ECM,45,Carcharhinidae,Carcharhinus,amblyrhynchos,37018030,3,No
KENN_BRUV3_C6_02.MP4,25407,24.8323,Kenn BRUV3 Start,13.585,KENN_BRUV3_C6,ECM,45,Carcharhinidae,Triaenodon,obesus,37018038,1,No
KENN_BRUV3_C6_03.MP4,15979,39.8451,Kenn BRUV3 Start,28.5977,KENN_BRUV3_C6,ECM,45,Chaetodontidae,Chaetodon,auriga,37365019,2,No
KENN_BRUV3_C6_04.MP4,172,53.0841,Kenn BRUV3 Start,41.8368,KENN_BRUV3_C6,ECM,45,Chaetodontidae,Chaetodon,kleinii,37365040,1,No
KENN_BRUV3_C6_01.MP4,49498,13.7632,Kenn BRUV3 Start,2.5158,KENN_BRUV3_C6,ECM,45,Chaetodontidae,Chaetodon,sp,,2,No
KENN_BRUV3_C6_03.MP4,9379,38.0099,Kenn BRUV3 Start,26.7626,KENN_BRUV3_C6,ECM,45,Labridae,Anampses,geographicus,37384048,1,No
KENN_BRUV3_C6_01.MP4,45349,12.6095,Kenn BRUV3 Start,1.3622,KENN_BRUV3_C6,ECM,45,Labridae,Choerodon,jordani,37384077,3,No
KENN_BRUV3_C6_01.MP4,48645,13.526,Kenn BRUV3 Start,2.2787,KENN_BRUV3_C6,ECM,45,Labridae,Cirrhilabrus,sp,,4,No
KENN_BRUV3_C6_01.MP4,45349,12.6095,Kenn BRUV3 Start,1.3622,KENN_BRUV3_C6,ECM,45,Labridae,Halichoeres,biocellatus,37384107,1,No
KENN_BRUV3_C6_02.MP4,53963,32.7725,Kenn BRUV3 Start,21.5251,KENN_BRUV3_C6,ECM,45,Labridae,Hologymnosus,sp,,1,No
KENN_BRUV3_C6_03.MP4,1179,35.7299,Kenn BRUV3 Start,24.4825,KENN_BRUV3_C6,ECM,45,Labridae,Labroides,dimidiatus,37384028,1,No
KENN_BRUV3_C6_01.MP4,43499,12.0951,Kenn BRUV3 Start,0.8478,KENN_BRUV3_C6,ECM,45,Labridae,Oxycheilinus,orientalis,37384030,1,No
KENN_BRUV3_C6_01.MP4,46499,12.9293,Kenn BRUV3 Start,1.682,KENN_BRUV3_C6,ECM,45,Labridae,Pseudocheilinus,evanidus,37384142,1,No
