Filename,Frame,Time (mins),Period,Period time (mins),OpCode,TapeReader,Depth,Family,Genus,Species,Code,MaxN,Has fed
KENN_BRUV5_C3_02.MP4,35629,27.5578,Kenn_BRUV5_start,23.1345,ENN_BRUV5_C3,ECM,72,,Aipysurus,laevis,,1,No
KENN_BRUV5_C3_01.MP4,62286,17.319,Kenn_BRUV5_start,12.8957,ENN_BRUV5_C3,ECM,72,Carangidae,Seriola,rivoliana,37337052,2,No
KENN_BRUV5_C3_02.MP4,40398,28.8839,Kenn_BRUV5_start,24.4605,ENN_BRUV5_C3,ECM,72,Carcharhinidae,Carcharhinus,albimarginatus,37018027,2,No
KENN_BRUV5_C3_04.MP4,40488,64.1774,Kenn_BRUV5_start,59.7541,ENN_BRUV5_C3,ECM,72,Cirrhitidae,Cyprinocirrhites,polyactis,37374006,4,No
KENN_BRUV5_C3_04.MP4,1200,53.2532,Kenn_BRUV5_start,48.8299,ENN_BRUV5_C3,ECM,72,Labridae,Bodianus,bimaculatus,37384055,6,No
KENN_BRUV5_C3_04.MP4,1864,53.4378,Kenn_BRUV5_start,49.0145,ENN_BRUV5_C3,ECM,72,Labridae,Cirrhilabrus,sp,,2,No
KENN_BRUV5_C3_03.MP4,46912,48.3294,Kenn_BRUV5_start,43.9061,ENN_BRUV5_C3,ECM,72,Labridae,Oxycheilinus,bimaculatus,37384063,1,No
KENN_BRUV5_C3_04.MP4,2263,53.5488,Kenn_BRUV5_start,49.1255,ENN_BRUV5_C3,ECM,72,Labridae,Pseudojuloides,,,1,No
KENN_BRUV5_C3_01.MP4,40694,11.3152,Kenn_BRUV5_start,6.8919,ENN_BRUV5_C3,ECM,72,Lethrinidae,Gymnocranius,sp,,6,No
KENN_BRUV5_C3_01.MP4,39388,10.9521,Kenn_BRUV5_start,6.5287,ENN_BRUV5_C3,ECM,72,Lethrinidae,Lethrinus,rubrioperculatus,37351012,8,No
KENN_BRUV5_C3_01.MP4,49670,13.811,Kenn_BRUV5_start,9.3877,ENN_BRUV5_C3,ECM,72,Lutjanidae,Aprion,virescens,37346027,1,No
KENN_BRUV5_C3_02.MP4,50817,31.7809,Kenn_BRUV5_start,27.3576,ENN_BRUV5_C3,ECM,72,Malacanthidae,Malacanthus,brevirostris,37331009,2,No
KENN_BRUV5_C3_01.MP4,18385,5.1121,Kenn_BRUV5_start,0.6887,ENN_BRUV5_C3,ECM,72,Mullidae,Mulloidichthys,sp,,2,No
KENN_BRUV5_C3_03.MP4,50205,49.245,Kenn_BRUV5_start,44.8217,ENN_BRUV5_C3,ECM,72,Pinguipedidae,Parapercis,sp,,1,No
KENN_BRUV5_C3_03.MP4,34398,44.8498,Kenn_BRUV5_start,40.4265,ENN_BRUV5_C3,ECM,72,Pomacanthidae,Genicanthus,sp,,1,No
KENN_BRUV5_C3_04.MP4,6947,54.8512,Kenn_BRUV5_start,50.4279,ENN_BRUV5_C3,ECM,72,Serranidae,Pseudanthias,sp,,1,No
