Filename,Frame,Time (mins),Period,Period time (mins),Image row,Image col,Width,Height,OpCode,TapeReader,Depth,Family,Genus,Species,Code,Number,Stage,Activity,Comment
LIHOUN_BRUV2_C3_01.MP4,23443,6.5185,LIHOU N_BRUV2_C3_start,0.1337,413.77,911.78,0,0,LIHOU N_BRUV2_C3,ECM,45,Carangidae,Caranx,sexfasciatus,37337039,2,AD,Passing,
LIHOUN_BRUV2_C3_01.MP4,26264,7.3029,LIHOU N_BRUV2_C3_start,0.9181,412.01,266.52,0,0,LIHOU N_BRUV2_C3,ECM,45,Serranidae,Plectropomus,leopardus,37311078,1,AD,Passing,
LIHOUN_BRUV2_C3_01.MP4,26264,7.3029,LIHOU N_BRUV2_C3_start,0.9181,575.06,1108.16,0,0,LIHOU N_BRUV2_C3,ECM,45,Lutjanidae,Lutjanus,bohar,37346029,1,AD,Passing,
LIHOUN_BRUV2_C3_01.MP4,26501,7.3688,LIHOU N_BRUV2_C3_start,0.984,955.52,1767.45,0,0,LIHOU N_BRUV2_C3,ECM,45,Labridae,Pseudocheilinus,evanidus,37384142,1,AD,Passing,
LIHOUN_BRUV2_C3_01.MP4,30667,8.5271,LIHOU N_BRUV2_C3_start,2.1424,524.22,741.7,0,0,LIHOU N_BRUV2_C3,ECM,45,Chaetodontidae,Chaetodon,sp,,1,AD,Passing,mertensii
LIHOUN_BRUV2_C3_01.MP4,30667,8.5271,LIHOU N_BRUV2_C3_start,2.1424,443.57,362.96,0,0,LIHOU N_BRUV2_C3,ECM,45,Chaetodontidae,Chaetodon,sp,,1,AD,Passing,pelewensis
LIHOUN_BRUV2_C3_01.MP4,33530,9.3232,LIHOU N_BRUV2_C3_start,2.9385,443.57,801.32,0,0,LIHOU N_BRUV2_C3,ECM,45,Lutjanidae,Aprion,virescens,37346027,1,AD,Passing,
LIHOUN_BRUV2_C3_01.MP4,33754,9.3855,LIHOU N_BRUV2_C3_start,3.0008,585.58,1578.08,0,0,LIHOU N_BRUV2_C3,ECM,45,Orectolobidae,Orectolobus,ornatus,37013001,1,AD,Passing,
LIHOUN_BRUV2_C3_01.MP4,37515,10.4313,LIHOU N_BRUV2_C3_start,4.0465,527.73,1499.18,0,0,LIHOU N_BRUV2_C3,ECM,45,Lutjanidae,Lutjanus,bohar,37346029,2,AD,Passing,
LIHOUN_BRUV2_C3_01.MP4,42386,11.7857,LIHOU N_BRUV2_C3_start,5.401,343.64,1122.19,0,0,LIHOU N_BRUV2_C3,ECM,45,Serranidae,Plectropomus,leopardus,37311078,2,AD,Passing,
LIHOUN_BRUV2_C3_01.MP4,43143,11.9962,LIHOU N_BRUV2_C3_start,5.6114,142.01,1188.82,0,0,LIHOU N_BRUV2_C3,ECM,45,Carangidae,Caranx,lugubris,37337053,1,AD,Passing,
LIHOUN_BRUV2_C3_01.MP4,48630,13.5218,LIHOU N_BRUV2_C3_start,7.1371,415.52,831.12,0,0,LIHOU N_BRUV2_C3,ECM,45,Serranidae,Plectropomus,leopardus,37311078,3,AD,Passing,
LIHOUN_BRUV2_C3_01.MP4,49765,13.8374,LIHOU N_BRUV2_C3_start,7.4527,156.04,678.58,0,0,LIHOU N_BRUV2_C3,ECM,45,Acanthuridae,Naso,caesius,37437046,1,AD,Passing,
LIHOUN_BRUV2_C3_01.MP4,49765,13.8374,LIHOU N_BRUV2_C3_start,7.4527,189.35,1593.86,0,0,LIHOU N_BRUV2_C3,ECM,45,Serranidae,Plectropomus,laevis,37311079,1,AD,Passing,
LIHOUN_BRUV2_C3_01.MP4,50907,14.155,LIHOU N_BRUV2_C3_start,7.7703,634.68,690.85,0,0,LIHOU N_BRUV2_C3,ECM,45,Serranidae,Cephalopholis,urodeta,37311142,1,AD,Passing,
LIHOUN_BRUV2_C3_02.MP4,28957,25.6859,LIHOU N_BRUV2_C3_start,19.3012,415.52,959.12,0,0,LIHOU N_BRUV2_C3,ECM,45,Carangidae,Caranx,melampygus,37337050,6,AD,Passing,
LIHOUN_BRUV2_C3_02.MP4,46595,30.5903,LIHOU N_BRUV2_C3_start,24.2056,676.75,1183.56,0,0,LIHOU N_BRUV2_C3,ECM,45,Muraenidae,Gymnothorax,favagineus,37060016,1,AD,Passing,
LIHOUN_BRUV2_C3_02.MP4,53076,32.3924,LIHOU N_BRUV2_C3_start,26.0076,482.14,263.01,0,0,LIHOU N_BRUV2_C3,ECM,45,Acanthuridae,Ctenochaetus,binotatus,37437021,1,AD,Passing,
LIHOUN_BRUV2_C3_03.MP4,2779,36.0413,LIHOU N_BRUV2_C3_start,29.6566,122.73,487.45,0,0,LIHOU N_BRUV2_C3,ECM,45,Acanthuridae,Acanthurus,thompsoni,37437018,2,AD,Passing,
LIHOUN_BRUV2_C3_03.MP4,7105,37.2442,LIHOU N_BRUV2_C3_start,30.8594,594.35,727.67,0,0,LIHOU N_BRUV2_C3,ECM,45,Serranidae,Cephalopholis,urodeta,37311142,2,AD,Passing,
LIHOUN_BRUV2_C3_03.MP4,16053,39.7322,LIHOU N_BRUV2_C3_start,33.3475,524.22,420.82,0,0,LIHOU N_BRUV2_C3,ECM,45,Pomacanthidae,Centropyge,flavissima,37365026,1,AD,Passing,
LIHOUN_BRUV2_C3_03.MP4,16053,39.7322,LIHOU N_BRUV2_C3_start,33.3475,443.57,292.82,0,0,LIHOU N_BRUV2_C3,ECM,45,Pomacentridae,Chromis,amboinensis,37372034,1,AD,Passing,
LIHOUN_BRUV2_C3_03.MP4,16292,39.7986,LIHOU N_BRUV2_C3_start,33.4139,576.82,327.89,0,0,LIHOU N_BRUV2_C3,ECM,45,Pomacentridae,Chromis,amboinensis,37372034,2,AD,Passing,
