Filename,Frame,Time (mins),Period,Period time (mins),OpCode,TapeReader,Depth,Family,Genus,Species,Code,MaxN,Has fed
HERALD_BRUV4_C6_03.MP4,36078,45.3169,HERALD_BRUV4_C6,41.3255,HERALD_BRUV4_C6,ECM,81,Balistidae,Abalistes,stellatus,37465011,1,No
HERALD_BRUV4_C6_01.MP4,17782,4.9444,HERALD_BRUV4_C6,0.9529,HERALD_BRUV4_C6,ECM,81,Balistidae,Balistoides,viridescens,37465048,1,No
HERALD_BRUV4_C6_01.MP4,15199,4.2262,HERALD_BRUV4_C6,0.2347,HERALD_BRUV4_C6,ECM,81,Balistidae,Pseudobalistes,flavimarginatus,37465071,1,No
HERALD_BRUV4_C6_02.MP4,2792,18.4273,HERALD_BRUV4_C6,14.4358,HERALD_BRUV4_C6,ECM,81,Balistidae,Pseudobalistes,fuscus,37465027,1,No
HERALD_BRUV4_C6_02.MP4,11214,20.7691,HERALD_BRUV4_C6,16.7776,HERALD_BRUV4_C6,ECM,81,Balistidae,Sufflamen,fraenatum,37465014,1,No
HERALD_BRUV4_C6_02.MP4,53477,32.5205,HERALD_BRUV4_C6,28.5291,HERALD_BRUV4_C6,ECM,81,Carangidae,Carangoides,orthogrammus,37337057,1,No
HERALD_BRUV4_C6_04.MP4,36689,63.1211,HERALD_BRUV4_C6,59.1296,HERALD_BRUV4_C6,ECM,81,Carangidae,Seriola,rivoliana,37337052,1,No
HERALD_BRUV4_C6_02.MP4,21685,23.6806,HERALD_BRUV4_C6,19.6891,HERALD_BRUV4_C6,ECM,81,Carcharhinidae,Carcharhinus,albimarginatus,37018027,1,No
HERALD_BRUV4_C6_02.MP4,4870,19.0051,HERALD_BRUV4_C6,15.0136,HERALD_BRUV4_C6,ECM,81,Labridae,Halichoeres,hartzfeldii,,2,No
HERALD_BRUV4_C6_01.MP4,31947,8.883,HERALD_BRUV4_C6,4.8916,HERALD_BRUV4_C6,ECM,81,Lethrinidae,Gymnocranius,sp,,2,No
HERALD_BRUV4_C6_03.MP4,14935,39.438,HERALD_BRUV4_C6,35.4465,HERALD_BRUV4_C6,ECM,81,Lethrinidae,Lethrinus,olivaceus,37351004,1,No
HERALD_BRUV4_C6_02.MP4,3741,18.6912,HERALD_BRUV4_C6,14.6997,HERALD_BRUV4_C6,ECM,81,Lethrinidae,Lethrinus,rubrioperculatus,37351012,4,No
HERALD_BRUV4_C6_02.MP4,63351,35.2661,HERALD_BRUV4_C6,31.2746,HERALD_BRUV4_C6,ECM,81,Lethrinidae,Lethrinus,sp,,2,No
HERALD_BRUV4_C6_02.MP4,42874,29.5723,HERALD_BRUV4_C6,25.5808,HERALD_BRUV4_C6,ECM,81,Lutjanidae,Aprion,virescens,37346027,1,No
HERALD_BRUV4_C6_02.MP4,203,17.7074,HERALD_BRUV4_C6,13.7159,HERALD_BRUV4_C6,ECM,81,Malacanthidae,Malacanthus,brevirostris,37331009,1,No
HERALD_BRUV4_C6_04.MP4,35728,62.8539,HERALD_BRUV4_C6,58.8624,HERALD_BRUV4_C6,ECM,81,Monacanthidae,Aluterus,scriptus,37465045,1,No
HERALD_BRUV4_C6_02.MP4,28337,25.5302,HERALD_BRUV4_C6,21.5387,HERALD_BRUV4_C6,ECM,81,Mullidae,Mulloidichthys,sp,,6,No
HERALD_BRUV4_C6_01.MP4,57461,15.9774,HERALD_BRUV4_C6,11.9859,HERALD_BRUV4_C6,ECM,81,Serranidae,Variola,albimarginata,37311026,1,No
