Filename,Frame,Time (mins),Period,Period time (mins),OpCode,TapeReader,Depth,Family,Genus,Species,Code,MaxN,Has fed
ASHMORE_BRUV22_C5_01.MP4,24199,6.7287,ASHMORE_BRUV22_C5_start,1.7348,ASHMORE_BRUV22_C5,ECM,25,Acanthuridae,Acanthurus,sp,,7,No
ASHMORE_BRUV22_C5_03.MP4,50234,49.4032,ASHMORE_BRUV22_C5_start,44.4094,ASHMORE_BRUV22_C5,ECM,25,Balistidae,Balistoides,viridescens,37465048,1,No
ASHMORE_BRUV22_C5_01.MP4,58502,16.2668,ASHMORE_BRUV22_C5_start,11.2729,ASHMORE_BRUV22_C5,ECM,25,Chaetodontidae,Chaetodon,auriga,37365019,2,No
ASHMORE_BRUV22_C5_01.MP4,63192,17.5709,ASHMORE_BRUV22_C5_start,12.577,ASHMORE_BRUV22_C5,ECM,25,Lethrinidae,Gymnocranius,sp,,1,No
ASHMORE_BRUV22_C5_01.MP4,57356,15.9482,ASHMORE_BRUV22_C5_start,10.9543,ASHMORE_BRUV22_C5,ECM,25,Lethrinidae,Lethrinus,semicinctus,37351016,2,No
ASHMORE_BRUV22_C5_01.MP4,21414,5.9543,ASHMORE_BRUV22_C5_start,0.9604,ASHMORE_BRUV22_C5,ECM,25,Lutjanidae,Lutjanus,bohar,37346029,1,No
ASHMORE_BRUV22_C5_03.MP4,8347,37.7563,ASHMORE_BRUV22_C5_start,32.7625,ASHMORE_BRUV22_C5,ECM,25,Lutjanidae,Lutjanus,rivulatus,37346016,1,No
ASHMORE_BRUV22_C5_02.MP4,3420,18.702,ASHMORE_BRUV22_C5_start,13.7081,ASHMORE_BRUV22_C5,ECM,25,Mullidae,Mulloidichthys,flavolineatus,37355019,8,No
ASHMORE_BRUV22_C5_02.MP4,40408,28.9867,ASHMORE_BRUV22_C5_start,23.9929,ASHMORE_BRUV22_C5,ECM,25,Nemipteridae,Pentapodus,sp,,1,No
ASHMORE_BRUV22_C5_02.MP4,51084,31.9553,ASHMORE_BRUV22_C5_start,26.9614,ASHMORE_BRUV22_C5,ECM,25,Scaridae,Scarus,sp,,1,No
ASHMORE_BRUV22_C5_01.MP4,21414,5.9543,ASHMORE_BRUV22_C5_start,0.9604,ASHMORE_BRUV22_C5,ECM,25,Serranidae,Plectropomus,leopardus,37311078,1,No
