Filename,Frame,Time (mins),Period,Period time (mins),Image row,Image col,Width,Height,OpCode,TapeReader,Depth,Family,Genus,Species,Code,Number,Stage,Activity,Comment
HERALD_BRUV4_C6_01.MP4,15199,4.2262,HERALD_BRUV4_C6,0.2347,448.83,890.74,0,0,HERALD_BRUV4_C6,ECM,81,Balistidae,Pseudobalistes,flavimarginatus,37465071,1,AD,Passing,
HERALD_BRUV4_C6_01.MP4,17782,4.9444,HERALD_BRUV4_C6,0.9529,540,1269.48,0,0,HERALD_BRUV4_C6,ECM,81,Balistidae,Balistoides,viridescens,37465048,1,AD,Passing,
HERALD_BRUV4_C6_01.MP4,24952,6.938,HERALD_BRUV4_C6,2.9466,510.19,1534.25,0,0,HERALD_BRUV4_C6,ECM,81,Lethrinidae,Gymnocranius,sp,,1,AD,Passing,euanus
HERALD_BRUV4_C6_01.MP4,31947,8.883,HERALD_BRUV4_C6,4.8916,413.77,1236.16,0,0,HERALD_BRUV4_C6,ECM,81,Lethrinidae,Gymnocranius,sp,,2,AD,Passing,euanus
HERALD_BRUV4_C6_01.MP4,32931,9.1566,HERALD_BRUV4_C6,5.1652,485.65,192.88,0,0,HERALD_BRUV4_C6,ECM,81,Lethrinidae,Lethrinus,rubrioperculatus,37351012,1,AD,Passing,
HERALD_BRUV4_C6_01.MP4,39180,10.8942,HERALD_BRUV4_C6,6.9027,536.49,1753.42,0,0,HERALD_BRUV4_C6,ECM,81,Mullidae,Mulloidichthys,sp,,3,AD,Passing,pfluegeri
HERALD_BRUV4_C6_01.MP4,48726,13.5485,HERALD_BRUV4_C6,9.557,650.45,275.29,0,0,HERALD_BRUV4_C6,ECM,81,Labridae,Halichoeres,hartzfeldii,,1,AD,Passing,
HERALD_BRUV4_C6_01.MP4,57461,15.9774,HERALD_BRUV4_C6,11.9859,729.35,625.97,0,0,HERALD_BRUV4_C6,ECM,81,Serranidae,Variola,albimarginata,37311026,1,AD,Passing,
HERALD_BRUV4_C6_01.MP4,57461,15.9774,HERALD_BRUV4_C6,11.9859,662.73,1164.27,0,0,HERALD_BRUV4_C6,ECM,81,Lethrinidae,Lethrinus,rubrioperculatus,37351012,2,AD,Passing,
HERALD_BRUV4_C6_02.MP4,203,17.7074,HERALD_BRUV4_C6,13.7159,885.39,1476.38,0,0,HERALD_BRUV4_C6,ECM,81,Malacanthidae,Malacanthus,brevirostris,37331009,1,AD,Passing,
HERALD_BRUV4_C6_02.MP4,2792,18.4273,HERALD_BRUV4_C6,14.4358,433.05,1223.89,0,0,HERALD_BRUV4_C6,ECM,81,Balistidae,Pseudobalistes,fuscus,37465027,1,AD,Passing,
HERALD_BRUV4_C6_02.MP4,2792,18.4273,HERALD_BRUV4_C6,14.4358,745.13,938.08,0,0,HERALD_BRUV4_C6,ECM,81,Lethrinidae,Lethrinus,rubrioperculatus,37351012,3,AD,Passing,
HERALD_BRUV4_C6_02.MP4,3741,18.6912,HERALD_BRUV4_C6,14.6997,639.94,1039.78,0,0,HERALD_BRUV4_C6,ECM,81,Lethrinidae,Lethrinus,rubrioperculatus,37351012,4,AD,Passing,
HERALD_BRUV4_C6_02.MP4,4870,19.0051,HERALD_BRUV4_C6,15.0136,832.79,1842.85,0,0,HERALD_BRUV4_C6,ECM,81,Labridae,Halichoeres,hartzfeldii,,2,AD,Passing,
HERALD_BRUV4_C6_02.MP4,11214,20.7691,HERALD_BRUV4_C6,16.7776,336.62,845.15,0,0,HERALD_BRUV4_C6,ECM,81,Balistidae,Sufflamen,fraenatum,37465014,1,AD,Passing,
HERALD_BRUV4_C6_02.MP4,21685,23.6806,HERALD_BRUV4_C6,19.6891,534.74,1085.37,0,0,HERALD_BRUV4_C6,ECM,81,Carcharhinidae,Carcharhinus,albimarginatus,37018027,1,AD,Passing,
HERALD_BRUV4_C6_02.MP4,28337,25.5302,HERALD_BRUV4_C6,21.5387,554.03,399.78,0,0,HERALD_BRUV4_C6,ECM,81,Mullidae,Mulloidichthys,sp,,6,AD,Passing,pfluegeri
HERALD_BRUV4_C6_02.MP4,28384,25.5433,HERALD_BRUV4_C6,21.5518,638.18,142.03,0,0,HERALD_BRUV4_C6,ECM,81,Mullidae,Mulloidichthys,sp,,5,AD,Passing,pfluegeri
HERALD_BRUV4_C6_02.MP4,34041,27.1163,HERALD_BRUV4_C6,23.1248,499.68,166.58,0,0,HERALD_BRUV4_C6,ECM,81,Lethrinidae,Lethrinus,sp,,1,AD,Passing,
HERALD_BRUV4_C6_02.MP4,42874,29.5723,HERALD_BRUV4_C6,25.5808,382.21,848.66,0,0,HERALD_BRUV4_C6,ECM,81,Lutjanidae,Aprion,virescens,37346027,1,AD,Passing,
HERALD_BRUV4_C6_02.MP4,53477,32.5205,HERALD_BRUV4_C6,28.5291,559.29,99.95,0,0,HERALD_BRUV4_C6,ECM,81,Carangidae,Carangoides,orthogrammus,37337057,1,AD,Passing,
HERALD_BRUV4_C6_02.MP4,63351,35.2661,HERALD_BRUV4_C6,31.2746,885.39,1523.73,0,0,HERALD_BRUV4_C6,ECM,81,Lethrinidae,Lethrinus,sp,,2,AD,Passing,
HERALD_BRUV4_C6_03.MP4,14935,39.438,HERALD_BRUV4_C6,35.4465,208.64,624.22,0,0,HERALD_BRUV4_C6,ECM,81,Lethrinidae,Lethrinus,olivaceus,37351004,1,AD,Passing,
HERALD_BRUV4_C6_03.MP4,36078,45.3169,HERALD_BRUV4_C6,41.3255,525.97,412.05,0,0,HERALD_BRUV4_C6,ECM,81,Balistidae,Abalistes,stellatus,37465011,1,AD,Passing,
HERALD_BRUV4_C6_04.MP4,35728,62.8539,HERALD_BRUV4_C6,58.8624,482.14,934.58,0,0,HERALD_BRUV4_C6,ECM,81,Monacanthidae,Aluterus,scriptus,37465045,1,AD,Passing,
HERALD_BRUV4_C6_04.MP4,36689,63.1211,HERALD_BRUV4_C6,59.1296,655.71,1388.71,0,0,HERALD_BRUV4_C6,ECM,81,Carangidae,Seriola,rivoliana,37337052,1,AD,Passing,
