Filename,Frame,Time (mins),Period,Period time (mins),OpCode,TapeReader,Depth,Family,Genus,Species,Code,MaxN,Has fed
SFLIND_DAY2_BRUV2_C6_03.MP4,19830,40.7824,SFLIND_DAY2_BRUV2_start,38.1373,SFLIND_DAY2_BRUV2_C6,ECM,44,Acanthuridae,Acanthurus,dussumieri,37437008,7,No
SFLIND_DAY2_BRUV2_C6_01.MP4,14703,4.0883,SFLIND_DAY2_BRUV2_start,1.4431,SFLIND_DAY2_BRUV2_C6,ECM,44,Acanthuridae,Acanthurus,sp,,5,No
SFLIND_DAY2_BRUV2_C6_04.MP4,7146,54.8898,SFLIND_DAY2_BRUV2_start,52.2447,SFLIND_DAY2_BRUV2_C6,ECM,44,Acanthuridae,Naso,brevirostris,37437026,2,No
SFLIND_DAY2_BRUV2_C6_04.MP4,30147,61.2854,SFLIND_DAY2_BRUV2_start,58.6402,SFLIND_DAY2_BRUV2_C6,ECM,44,Acanthuridae,Naso,lituratus,37437029,1,No
SFLIND_DAY2_BRUV2_C6_01.MP4,30698,8.5357,SFLIND_DAY2_BRUV2_start,5.8906,SFLIND_DAY2_BRUV2_C6,ECM,44,Balistidae,Balistapus,undulatus,37465047,1,No
SFLIND_DAY2_BRUV2_C6_03.MP4,50876,49.4149,SFLIND_DAY2_BRUV2_start,46.7698,SFLIND_DAY2_BRUV2_C6,ECM,44,Balistidae,Sufflamen,fraenatum,37465014,1,No
SFLIND_DAY2_BRUV2_C6_01.MP4,19752,5.4922,SFLIND_DAY2_BRUV2_start,2.847,SFLIND_DAY2_BRUV2_C6,ECM,44,Caesionidae,Pterocaesio,marri,37346068,5,No
SFLIND_DAY2_BRUV2_C6_01.MP4,9912,2.7561,SFLIND_DAY2_BRUV2_start,0.1109,SFLIND_DAY2_BRUV2_C6,ECM,44,Carcharhinidae,Carcharhinus,albimarginatus,37018027,1,No
SFLIND_DAY2_BRUV2_C6_03.MP4,58449,51.5206,SFLIND_DAY2_BRUV2_start,48.8755,SFLIND_DAY2_BRUV2_C6,ECM,44,Carcharhinidae,Carcharhinus,amblyrhynchos,37018030,3,No
SFLIND_DAY2_BRUV2_C6_04.MP4,16943,57.6139,SFLIND_DAY2_BRUV2_start,54.9688,SFLIND_DAY2_BRUV2_C6,ECM,44,Carcharhinidae,Triaenodon,obesus,37018038,2,No
SFLIND_DAY2_BRUV2_C6_01.MP4,27071,7.5272,SFLIND_DAY2_BRUV2_start,4.8821,SFLIND_DAY2_BRUV2_C6,ECM,44,Chaetodontidae,Chaetodon,auriga,37365019,2,No
SFLIND_DAY2_BRUV2_C6_04.MP4,32184,61.8518,SFLIND_DAY2_BRUV2_start,59.2066,SFLIND_DAY2_BRUV2_C6,ECM,44,Chaetodontidae,Chaetodon,lineolatus,37365041,2,No
SFLIND_DAY2_BRUV2_C6_01.MP4,33838,9.4088,SFLIND_DAY2_BRUV2_start,6.7637,SFLIND_DAY2_BRUV2_C6,ECM,44,Chaetodontidae,Chaetodon,sp,,2,No
SFLIND_DAY2_BRUV2_C6_02.MP4,50412,31.6516,SFLIND_DAY2_BRUV2_start,29.0065,SFLIND_DAY2_BRUV2_C6,ECM,44,Chaetodontidae,Heniochus,acuminatus,37365011,2,No
SFLIND_DAY2_BRUV2_C6_02.MP4,8840,20.0923,SFLIND_DAY2_BRUV2_start,17.4472,SFLIND_DAY2_BRUV2_C6,ECM,44,Lethrinidae,Gymnocranius,sp,,3,No
SFLIND_DAY2_BRUV2_C6_03.MP4,23009,41.6663,SFLIND_DAY2_BRUV2_start,39.0212,SFLIND_DAY2_BRUV2_C6,ECM,44,Lethrinidae,Lethrinus,erythracanthus,37351025,1,No
SFLIND_DAY2_BRUV2_C6_02.MP4,17583,22.5233,SFLIND_DAY2_BRUV2_start,19.8782,SFLIND_DAY2_BRUV2_C6,ECM,44,Lethrinidae,Lethrinus,rubrioperculatus,37351012,1,No
SFLIND_DAY2_BRUV2_C6_02.MP4,56556,33.36,SFLIND_DAY2_BRUV2_start,30.7149,SFLIND_DAY2_BRUV2_C6,ECM,44,Lethrinidae,Monotaxis,grandoculis,37351026,1,No
SFLIND_DAY2_BRUV2_C6_01.MP4,11664,3.2432,SFLIND_DAY2_BRUV2_start,0.5981,SFLIND_DAY2_BRUV2_C6,ECM,44,Lutjanidae,Aprion,virescens,37346027,1,No
SFLIND_DAY2_BRUV2_C6_01.MP4,21610,6.0088,SFLIND_DAY2_BRUV2_start,3.3636,SFLIND_DAY2_BRUV2_C6,ECM,44,Lutjanidae,Lutjanus,bohar,37346029,3,No
SFLIND_DAY2_BRUV2_C6_01.MP4,15807,4.3952,SFLIND_DAY2_BRUV2_start,1.7501,SFLIND_DAY2_BRUV2_C6,ECM,44,Lutjanidae,Lutjanus,sp,,1,No
SFLIND_DAY2_BRUV2_C6_01.MP4,31664,8.8044,SFLIND_DAY2_BRUV2_start,6.1592,SFLIND_DAY2_BRUV2_C6,ECM,44,Lutjanidae,Macolor,macularis,37346047,1,No
SFLIND_DAY2_BRUV2_C6_01.MP4,10365,2.882,SFLIND_DAY2_BRUV2_start,0.2369,SFLIND_DAY2_BRUV2_C6,ECM,44,Mullidae,Parupeneus,pleurostigma,37355027,1,No
SFLIND_DAY2_BRUV2_C6_02.MP4,47062,30.7201,SFLIND_DAY2_BRUV2_start,28.075,SFLIND_DAY2_BRUV2_C6,ECM,44,Pomacanthidae,Pomacanthus,imperator,37365014,1,No
SFLIND_DAY2_BRUV2_C6_02.MP4,26030,24.8721,SFLIND_DAY2_BRUV2_start,22.2269,SFLIND_DAY2_BRUV2_C6,ECM,44,Serranidae,Plectropomus,laevis,37311079,1,No
SFLIND_DAY2_BRUV2_C6_03.MP4,55656,50.744,SFLIND_DAY2_BRUV2_start,48.0989,SFLIND_DAY2_BRUV2_C6,ECM,44,Serranidae,Variola,louti,37311166,1,No
