"Survey","Reef","Site","Drop","Frame","Depth","Comment","Family","Genus","Species","Code","MaxN","Species_name","T_ID","Date","Lat","Long","Habitat","Aspect","Benthic_Complexity"
"Feb_21","Flinders","Flinders_S1","D1",33477,"43","nigromarginatus","Labridae","Oxycheilinus","nigromarginatus",NA,1,"Oxycheilinus nigromarginatus","Feb_21_Flinders_S1_D1","16/02/2021",17.85819,148.46507,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D1",24712,"43","euanus","Lethrinidae","Gymnocranius","euanus",NA,4,"Gymnocranius euanus","Feb_21_Flinders_S1_D1","16/02/2021",17.85819,148.46507,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D1",16475,"43",NA,"Lethrinidae","Lethrinus","erythracanthus",37351025,1,"Lethrinus erythracanthus","Feb_21_Flinders_S1_D1","16/02/2021",17.85819,148.46507,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D1",50231,"43",NA,"Lutjanidae","Lutjanus","bohar",37346029,3,"Lutjanus bohar","Feb_21_Flinders_S1_D1","16/02/2021",17.85819,148.46507,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D1",27243,"43","pfluegeri","Mullidae","Mulloidichthys","pfluegeri",NA,1,"Mulloidichthys pfluegeri","Feb_21_Flinders_S1_D1","16/02/2021",17.85819,148.46507,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D1",31821,"43",NA,"Mullidae","Parupeneus","multifasciatus",37355026,3,"Parupeneus multifasciatus","Feb_21_Flinders_S1_D1","16/02/2021",17.85819,148.46507,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D1",38097,"43",NA,"Mullidae","Parupeneus","pleurostigma",37355027,1,"Parupeneus pleurostigma","Feb_21_Flinders_S1_D1","16/02/2021",17.85819,148.46507,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D1",42428,"43",NA,"Pomacanthidae","Pomacanthus","imperator",37365014,1,"Pomacanthus imperator","Feb_21_Flinders_S1_D1","16/02/2021",17.85819,148.46507,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D1",30981,"43",NA,"Pomacentridae","Pomacentrus","vaiuli",37372126,5,"Pomacentrus vaiuli","Feb_21_Flinders_S1_D1","16/02/2021",17.85819,148.46507,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D1",48401,"43",NA,"Scombridae","Gymnosarda","unicolor",37441029,1,"Gymnosarda unicolor","Feb_21_Flinders_S1_D1","16/02/2021",17.85819,148.46507,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D1",2183,"43",NA,"Serranidae","Plectropomus","leopardus",37311078,2,"Plectropomus leopardus","Feb_21_Flinders_S1_D1","16/02/2021",17.85819,148.46507,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",20752,"36",NA,"Acanthuridae","Acanthurus","dussumieri",37437008,2,"Acanthurus dussumieri","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",21958,"36",NA,"Acanthuridae","Naso","vlamingii",37437032,3,"Naso vlamingii","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",10967,"36",NA,"Balistidae","Sufflamen","fraenatum",37465014,1,"Sufflamen fraenatum","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",17893,"36",NA,"Carangidae","Carangoides","oblongus",37337069,2,"Carangoides oblongus","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",15705,"36",NA,"Carangidae","Caranx","melampygus",37337050,1,"Caranx melampygus","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",13349,"36",NA,"Carcharhinidae","Carcharhinus","amblyrhynchos",37018030,1,"Carcharhinus amblyrhynchos","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",2680,"36",NA,"Carcharhinidae","Triaenodon","obesus",37018038,2,"Triaenodon obesus","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",48875,"36",NA,"Chaetodontidae","Heniochus","singularius",37365077,2,"Heniochus singularius","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",15705,"36",NA,"Labridae","Cheilinus","undulatus",37384038,1,"Cheilinus undulatus","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",18622,"36","euanus","Lethrinidae","Gymnocranius","euanus",NA,2,"Gymnocranius euanus","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",53543,"36",NA,"Lethrinidae","Lethrinus","erythracanthus",37351025,2,"Lethrinus erythracanthus","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",18188,"36",NA,"Lethrinidae","Lethrinus","olivaceus",37351004,1,"Lethrinus olivaceus","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",19852,"36",NA,"Lethrinidae","Monotaxis","grandoculis",37351026,1,"Monotaxis grandoculis","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",45235,"36",NA,"Lutjanidae","Lutjanus","bohar",37346029,3,"Lutjanus bohar","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",14862,"36",NA,"Lutjanidae","Macolor","niger",37346048,1,"Macolor niger","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",42120,"36",NA,"Serranidae","Plectropomus","leopardus",37311078,1,"Plectropomus leopardus","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",44859,"36",NA,"Serranidae","Variola","louti",37311166,1,"Variola louti","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",18622,"36",NA,"Siganidae","Siganus","argenteus",37438007,2,"Siganus argenteus","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",34972,"36","argenteus.woodlandi","Siganidae","Siganus","argenteus.woodlandi",NA,4,"Siganus argenteus.woodlandi","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D2",52551,"36","woodlandi","Siganidae","Siganus","woodlandi",NA,2,"Siganus woodlandi","Feb_21_Flinders_S1_D2","16/02/2021",17.85144,148.46072,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",9951,"47",NA,"Balistidae","Balistoides","conspicillum",37465031,2,"Balistoides conspicillum","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",19969,"47",NA,"Balistidae","Sufflamen","chrysopterum",37465079,2,"Sufflamen chrysopterum","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",29476,"47",NA,"Carangidae","Caranx","melampygus",37337050,1,"Caranx melampygus","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",30388,"47",NA,"Carcharhinidae","Carcharhinus","amblyrhynchos",37018030,2,"Carcharhinus amblyrhynchos","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",31546,"47",NA,"Echeneidae","Echeneis","naucrates",37336001,1,"Echeneis naucrates","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",18527,"47",NA,"Labridae","Choerodon","jordani",37384077,3,"Choerodon jordani","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",39599,"47","longipes","Labridae","Hologymnosus","longipes",NA,3,"Hologymnosus longipes","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",23273,"47","nigromarginatus","Labridae","Oxycheilinus","nigromarginatus",NA,2,"Oxycheilinus nigromarginatus","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",26260,"47","euanus","Lethrinidae","Gymnocranius","euanus",NA,3,"Gymnocranius euanus","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",23678,"47",NA,"Lethrinidae","Lethrinus","rubrioperculatus",37351012,3,"Lethrinus rubrioperculatus","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",15259,"47",NA,"Lethrinidae","Lethrinus","semicinctus",37351016,2,"Lethrinus semicinctus","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",33527,"47",NA,"Lutjanidae","Aprion","virescens",37346027,1,"Aprion virescens","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",19969,"47",NA,"Malacanthidae","Malacanthus","brevirostris",37331009,1,"Malacanthus brevirostris","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",24768,"47",NA,"Mullidae","Parupeneus","multifasciatus",37355026,3,"Parupeneus multifasciatus","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",40464,"47",NA,"Mullidae","Parupeneus","pleurostigma",37355027,7,"Parupeneus pleurostigma","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",23448,"47","aureofasciatus","Nemipteridae","Pentapodus","aureofasciatus",NA,16,"Pentapodus aureofasciatus","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",19263,"47","longipinnis","Scaridae","Scarus","longipinnis",NA,1,"Scarus longipinnis","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",33892,"47",NA,"Serranidae","Plectropomus","laevis",37311079,1,"Plectropomus laevis","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",37127,"47",NA,"Serranidae","Plectropomus","leopardus",37311078,1,"Plectropomus leopardus","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D3",4813,"47","argenteus.woodlandi","Siganidae","Siganus","argenteus.woodlandi",NA,7,"Siganus argenteus.woodlandi","Feb_21_Flinders_S1_D3","16/02/2021",17.84801,148.46326,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D4",31957,"57",NA,"Balistidae","Balistoides","conspicillum",37465031,1,"Balistoides conspicillum","Feb_21_Flinders_S1_D4","16/02/2021",17.84516,148.46568,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D4",31957,"57",NA,"Balistidae","Sufflamen","fraenatum",37465014,1,"Sufflamen fraenatum","Feb_21_Flinders_S1_D4","16/02/2021",17.84516,148.46568,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D4",30312,"57","mertensii","Chaetodontidae","Chaetodon","mertensii",NA,2,"Chaetodon mertensii","Feb_21_Flinders_S1_D4","16/02/2021",17.84516,148.46568,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D4",30312,"57",NA,"Labridae","Choerodon","jordani",37384077,2,"Choerodon jordani","Feb_21_Flinders_S1_D4","16/02/2021",17.84516,148.46568,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D4",28926,"57","nigromarginatus","Labridae","Oxycheilinus","nigromarginatus",NA,3,"Oxycheilinus nigromarginatus","Feb_21_Flinders_S1_D4","16/02/2021",17.84516,148.46568,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D4",33923,"57","cerasinus","Labridae","Pseudojuloides","cerasinus",NA,1,"Pseudojuloides cerasinus","Feb_21_Flinders_S1_D4","16/02/2021",17.84516,148.46568,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D4",24768,"57","aureofasciatus","Lethrinidae","Gymnocranius","aureofasciatus",NA,12,"Gymnocranius aureofasciatus","Feb_21_Flinders_S1_D4","16/02/2021",17.84516,148.46568,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D4",28632,"57","euanus","Lethrinidae","Gymnocranius","euanus",NA,2,"Gymnocranius euanus","Feb_21_Flinders_S1_D4","16/02/2021",17.84516,148.46568,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D4",37158,"57",NA,"Lethrinidae","Lethrinus","rubrioperculatus",37351012,1,"Lethrinus rubrioperculatus","Feb_21_Flinders_S1_D4","16/02/2021",17.84516,148.46568,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D4",18197,"57",NA,"Lethrinidae","Lethrinus","semicinctus",37351016,5,"Lethrinus semicinctus","Feb_21_Flinders_S1_D4","16/02/2021",17.84516,148.46568,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D4",13051,"57",NA,"Mullidae","Parupeneus","multifasciatus",37355026,2,"Parupeneus multifasciatus","Feb_21_Flinders_S1_D4","16/02/2021",17.84516,148.46568,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D4",24917,"57",NA,"Mullidae","Parupeneus","pleurostigma",37355027,8,"Parupeneus pleurostigma","Feb_21_Flinders_S1_D4","16/02/2021",17.84516,148.46568,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D4",61036,"57","aureofasciatus","Nemipteridae","Pentapodus","aureofasciatus",NA,20,"Pentapodus aureofasciatus","Feb_21_Flinders_S1_D4","16/02/2021",17.84516,148.46568,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D4",24017,"57",NA,"Nemipteridae","Scolopsis","affinis",37347030,2,"Scolopsis affinis","Feb_21_Flinders_S1_D4","16/02/2021",17.84516,148.46568,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S1","D4",18360,"57",NA,"Serranidae","Plectropomus","laevis",37311079,1,"Plectropomus laevis","Feb_21_Flinders_S1_D4","16/02/2021",17.84516,148.46568,"inner_reef",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",19830,"44",NA,"Acanthuridae","Acanthurus","dussumieri",37437008,7,"Acanthurus dussumieri","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",7146,"44",NA,"Acanthuridae","Naso","brevirostris",37437026,2,"Naso brevirostris","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",30147,"44",NA,"Acanthuridae","Naso","lituratus",37437029,1,"Naso lituratus","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",30698,"44",NA,"Balistidae","Balistapus","undulatus",37465047,1,"Balistapus undulatus","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",50876,"44",NA,"Balistidae","Sufflamen","fraenatum",37465014,1,"Sufflamen fraenatum","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",19752,"44",NA,"Caesionidae","Pterocaesio","marri",37346068,5,"Pterocaesio marri","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",9912,"44",NA,"Carcharhinidae","Carcharhinus","albimarginatus",37018027,1,"Carcharhinus albimarginatus","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",58449,"44",NA,"Carcharhinidae","Carcharhinus","amblyrhynchos",37018030,3,"Carcharhinus amblyrhynchos","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",16943,"44",NA,"Carcharhinidae","Triaenodon","obesus",37018038,2,"Triaenodon obesus","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",27071,"44",NA,"Chaetodontidae","Chaetodon","auriga",37365019,2,"Chaetodon auriga","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",32184,"44",NA,"Chaetodontidae","Chaetodon","lineolatus",37365041,2,"Chaetodon lineolatus","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",33838,"44","mertensii","Chaetodontidae","Chaetodon","mertensii",NA,2,"Chaetodon mertensii","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",50412,"44",NA,"Chaetodontidae","Heniochus","acuminatus",37365011,2,"Heniochus acuminatus","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",8840,"44","euanus","Lethrinidae","Gymnocranius","euanus",NA,3,"Gymnocranius euanus","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",23009,"44",NA,"Lethrinidae","Lethrinus","erythracanthus",37351025,1,"Lethrinus erythracanthus","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",17583,"44",NA,"Lethrinidae","Lethrinus","rubrioperculatus",37351012,1,"Lethrinus rubrioperculatus","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",56556,"44",NA,"Lethrinidae","Monotaxis","grandoculis",37351026,1,"Monotaxis grandoculis","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",11664,"44",NA,"Lutjanidae","Aprion","virescens",37346027,1,"Aprion virescens","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",21610,"44",NA,"Lutjanidae","Lutjanus","bohar",37346029,3,"Lutjanus bohar","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",31664,"44",NA,"Lutjanidae","Macolor","macularis",37346047,1,"Macolor macularis","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",10365,"44",NA,"Mullidae","Parupeneus","pleurostigma",37355027,1,"Parupeneus pleurostigma","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",47062,"44",NA,"Pomacanthidae","Pomacanthus","imperator",37365014,1,"Pomacanthus imperator","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",26030,"44",NA,"Serranidae","Plectropomus","laevis",37311079,1,"Plectropomus laevis","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D2",55656,"44",NA,"Serranidae","Variola","louti",37311166,1,"Variola louti","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D3",12826,"55",NA,"Acanthuridae","Acanthurus","dussumieri",37437008,1,"Acanthurus dussumieri","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D3",6002,"55",NA,"Acanthuridae","Acanthurus","nigricauda",37437013,4,"Acanthurus nigricauda","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D3",53763,"55",NA,"Balistidae","Pseudobalistes","flavimarginatus",37465071,1,"Pseudobalistes flavimarginatus","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D3",59872,"55",NA,"Carangidae","Caranx","melampygus",37337050,1,"Caranx melampygus","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D3",28332,"55",NA,"Carcharhinidae","Carcharhinus","amblyrhynchos",37018030,2,"Carcharhinus amblyrhynchos","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D3",8046,"55","euanus","Lethrinidae","Gymnocranius","euanus",NA,4,"Gymnocranius euanus","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D3",60338,"55",NA,"Lethrinidae","Lethrinus","olivaceus",37351004,1,"Lethrinus olivaceus","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D3",11431,"55",NA,"Lethrinidae","Lethrinus","semicinctus",37351016,2,"Lethrinus semicinctus","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D3",16902,"55",NA,"Lutjanidae","Lutjanus","bohar",37346029,4,"Lutjanus bohar","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D3",20824,"55",NA,"Mullidae","Parupeneus","multifasciatus",37355026,1,"Parupeneus multifasciatus","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D3",57975,"55",NA,"Mullidae","Parupeneus","pleurostigma",37355027,1,"Parupeneus pleurostigma","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D3",14813,"55",NA,"Pomacentridae","Acanthochromis","polyacanthus",37372015,2,"Acanthochromis polyacanthus","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D3",57786,"55","flavipinnis","Scaridae","Scarus","flavipinnis",NA,3,"Scarus flavipinnis","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D3",14238,"55",NA,"Serranidae","Plectropomus","laevis",37311079,1,"Plectropomus laevis","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D3",53938,"55",NA,"Serranidae","Variola","louti",37311166,1,"Variola louti","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D3",21793,"55",NA,"Sphyraenidae","Sphyraena","qenie",37382009,3,"Sphyraena qenie","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D5",12399,"59",NA,"Acanthuridae","Acanthurus","dussumieri",37437008,3,"Acanthurus dussumieri","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D5",42755,"59",NA,"Acanthuridae","Acanthurus","pyroferus",37437017,1,"Acanthurus pyroferus","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D5",9366,"59",NA,"Acanthuridae","Naso","brevirostris",37437026,1,"Naso brevirostris","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D5",5090,"59",NA,"Acanthuridae","Naso","lituratus",37437029,1,"Naso lituratus","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D5",47392,"59",NA,"Acanthuridae","Naso","vlamingii",37437032,3,"Naso vlamingii","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D5",11629,"59",NA,"Balistidae","Balistoides","conspicillum",37465031,1,"Balistoides conspicillum","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D5",54176,"59",NA,"Carangidae","Caranx","ignobilis",37337027,1,"Caranx ignobilis","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D5",12271,"59",NA,"Carcharhinidae","Carcharhinus","albimarginatus",37018027,1,"Carcharhinus albimarginatus","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D5",12352,"59",NA,"Chaetodontidae","Chaetodon","auriga",37365019,2,"Chaetodon auriga","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D5",11200,"59",NA,"Chaetodontidae","Heniochus","diphreutes",37365005,1,"Heniochus diphreutes","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA
"Feb_21","Flinders","Flinders_S2","D5",29421,"59","euanus","Lethrinidae","Gymnocranius","euanus",NA,4,"Gymnocranius euanus","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA
