Filename,Frame,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,TapeReader,Depth,Family,Genus,Species,Code,Number,Stage,Activity,Comment
PL_L_WRECK_W_7-2-21_P03.MP4,1617,20:55.1,T3,01:02.9,147.77,18.749,13.904,2456.53,19.005,25.995,9.752,-767.191,226.716,-2322.619,Wreck_East_07022021,GFG,30-37m,Acanthuridae,Zebrasoma,scopas,37437036,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P03.MP4,1736,20:59.1,T3,01:06.9,26.696,2.75,6.858,1122.454,21.755,0.188,17.133,-398.405,119.773,-1042.512,Wreck_East_07022021,GFG,30-37m,Pomacentridae,Chromis,,,1,AD,Passing,iomelas
PL_L_WRECK_W_7-2-21_P03.MP4,1806,21:01.5,T3,01:09.2,85.906,7.167,7.51,1884.349,24.559,3.498,8.077,-622.504,-475.288,-1713.873,Wreck_East_07022021,GFG,30-37m,Pomacanthidae,Centropyge,,,1,AD,Passing,heraldi
PL_L_WRECK_W_7-2-21_P03.MP4,1806,21:01.5,T3,01:09.2,119.907,16.234,9.37,1739.181,26.032,79.364,1.271,-726.316,-234.67,-1562.737,Wreck_East_07022021,GFG,30-37m,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P03.MP4,1874,21:03.7,T3,01:11.5,278.862,18.297,19.665,1808.187,4.395,57.697,4.72,129.284,-49.818,-1802.871,Wreck_East_07022021,GFG,30-37m,Caesionidae,Caesio,lunaris,37346061,12,AD,Passing,
PL_L_WRECK_W_7-2-21_P03.MP4,2701,21:31.3,T3,01:39.1,727.071,22.892,23.864,3288.07,26.081,18.352,5.602,612.435,1309.419,-2953.261,Wreck_East_07022021,GFG,30-37m,Scombridae,Gymnosarda,unicolor,37441029,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P03.MP4,2814,21:35.1,T3,01:42.8,129.571,14.593,14.213,1551.157,15.704,80.718,0.91,-116.361,-403.414,-1493.254,Wreck_East_07022021,GFG,30-37m,Pomacanthidae,Genicanthus,,,3,AD,Passing,watanabei
PL_L_WRECK_W_7-2-21_P03.MP4,2814,21:35.1,T3,01:42.8,55.522,11.538,15.82,1923.254,15.794,35.829,35.267,238.033,-466.213,-1850.646,Wreck_East_07022021,GFG,30-37m,Pomacentridae,Chromis,,,5,AD,Passing,iomelas
PL_L_WRECK_W_7-2-21_P03.MP4,2814,21:35.1,T3,01:42.8,83.954,2.81,13.198,1865.69,12.611,2.796,18.534,-113.876,-391.105,-1820.677,Wreck_East_07022021,GFG,30-37m,Pomacanthidae,Centropyge,,,1,AD,Passing,heraldi
PL_L_WRECK_W_7-2-21_P03.MP4,2933,21:39.1,T3,01:46.8,209.061,31.862,14.68,2651.943,15.604,46.6,11.031,-706.498,-98.544,-2554.202,Wreck_East_07022021,GFG,30-37m,Acanthuridae,Acanthurus,pyroferus,37437017,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P03.MP4,2933,21:39.1,T3,01:46.8,128.675,22.118,20.848,2568.21,6.245,31.418,11.156,179.628,-213.992,-2552.968,Wreck_East_07022021,GFG,30-37m,Pomacentridae,Chromis,,,1,AD,Passing,xanthura
PL_L_WRECK_W_7-2-21_P03.MP4,2933,21:39.1,T3,01:46.8,102.006,4.223,19.188,2242.746,6.947,3.118,19.089,232.16,-140.297,-2226.281,Wreck_East_07022021,GFG,30-37m,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P03.MP4,2944,21:39.4,T3,01:47.2,69.085,24.041,6.272,2520.74,32.349,38.811,0.363,-1334.968,-192.465,-2129.542,Wreck_East_07022021,GFG,30-37m,Pomacanthidae,Genicanthus,,,2,AD,Passing,watanabei
PL_L_WRECK_W_7-2-21_P03.MP4,3366,21:53.5,T3,02:01.3,238.726,24.437,21.28,2281.792,26.018,61.93,9.381,242.201,-971.164,-2050.55,Wreck_East_07022021,GFG,30-37m,Acanthuridae,Acanthurus,pyroferus,37437017,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P03.MP4,3881,22:10.7,T3,02:18.4,208.984,6.907,15.264,2092.814,16.745,11.177,14.982,-317.548,-512.589,-2004.067,Wreck_East_07022021,GFG,30-37m,Acanthuridae,Acanthurus,pyroferus,37437017,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P03.MP4,3881,22:10.7,T3,02:18.4,264.645,23.57,3.351,2802.12,29.23,13.354,0.132,-1368.278,-8.471,-2445.326,Wreck_East_07022021,GFG,30-37m,Acanthuridae,Acanthurus,pyroferus,37437017,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P03.MP4,3881,22:10.7,T3,02:18.4,156.648,6.148,14.81,2077.493,9.07,12.136,13.054,-53.5,-323.117,-2051.514,Wreck_East_07022021,GFG,30-37m,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P03.MP4,3992,22:14.4,T3,02:22.1,184.115,8.476,14.236,1571.962,22.052,30.947,10.968,-532.68,-254.134,-1456.959,Wreck_East_07022021,GFG,30-37m,Acanthuridae,Acanthurus,pyroferus,37437017,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P03.MP4,3992,22:14.4,T3,02:22.1,145.386,5.954,15.153,1320.85,9.193,31.555,8.397,52.457,-204.396,-1303.885,Wreck_East_07022021,GFG,30-37m,Acanthuridae,Acanthurus,nigrofuscus,37437014,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P02.MP4,1557,10:52.5,T1,00:52.0,728.66,664.25,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Acanthuridae,Acanthurus,pyroferus,37437017,1,J,Passing,
PL_L_WRECK_W_7-2-21_P02.MP4,1557,10:52.5,T1,00:52.0,619.35,618.42,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Labridae,Thalassoma,hardwicke,37384165,2,AD,Passing,
PL_L_WRECK_W_7-2-21_P02.MP4,1690,10:57.0,T1,00:56.4,263.96,1245.08,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Acanthuridae,Acanthurus,thompsoni,37437018,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P02.MP4,2629,11:28.3,T1,01:27.7,377.44,415.08,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Scaridae,Scarus,dimidiatus,37386013,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P02.MP4,2825,11:34.9,T1,01:34.3,625.99,346.8,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Pomacentridae,Chromis,,,4,AD,Passing,xanthura
PL_L_WRECK_W_7-2-21_P02.MP4,2939,11:38.7,T1,01:38.1,406.42,327.72,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Acanthuridae,Acanthurus,pyroferus,37437017,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P02.MP4,3227,11:48.3,T1,01:47.7,460.42,659.22,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Chaetodontidae,Forcipiger,flavissimus,37365068,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P02.MP4,3342,11:52.1,T1,01:51.5,344.55,408.98,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Lutjanidae,Macolor,niger,37346048,1,J,Passing,
PL_L_WRECK_W_7-2-21_P02.MP4,3721,12:04.8,T1,02:04.2,525.44,297.87,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Chaetodontidae,Forcipiger,flavissimus,37365068,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P02.MP4,3972,12:13.1,T1,02:12.5,861.93,1142.22,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Scaridae,Scarus,dimidiatus,37386013,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P02.MP4,3987,12:13.6,T1,02:13.0,882.75,1144.56,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Pomacanthidae,Genicanthus,,,1,AD,Passing,watanabei
PL_L_WRECK_W_7-2-21_P02.MP4,4106,12:17.6,T1,02:17.0,522.01,609.82,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Chaetodontidae,Chaetodon,,,1,AD,Passing,pelewensis
PL_L_WRECK_W_7-2-21_P02.MP4,4235,12:21.9,T1,02:21.3,649.47,551.14,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Pomacentridae,Chromis,,,1,AD,Passing,iomelas
PL_L_WRECK_W_7-2-21_P02.MP4,4235,12:21.9,T1,02:21.3,656.01,500.77,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Pomacentridae,Chromis,,,1,AD,Passing,iomelas
PL_L_WRECK_W_7-2-21_P02.MP4,4357,12:26.0,T1,02:25.4,471.47,525.24,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Labridae,Epibulus,insidiator,37384104,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P02.MP4,4669,12:36.4,T1,02:35.8,670.06,464.76,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Acanthuridae,Ctenochaetus,binotatus,37437021,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P02.MP4,4726,12:38.3,T1,02:37.7,666.53,878.76,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Chaetodontidae,Forcipiger,flavissimus,37365068,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P02.MP4,4794,12:40.6,T1,02:40.0,640.8,644.34,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Mullidae,Parupeneus,multifasciatus,37355026,3,AD,Passing,
PL_L_WRECK_W_7-2-21_P02.MP4,4821,12:41.5,T1,02:40.9,920.57,741.86,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Mullidae,Parupeneus,multifasciatus,37355026,3,AD,Passing,
PL_L_WRECK_W_7-2-21_P02.MP4,4881,12:43.5,T1,02:42.9,611.82,472.75,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Pomacanthidae,Genicanthus,,,1,AD,Passing,watanabei
PL_L_WRECK_W_7-2-21_P02.MP4,5175,12:53.3,T1,02:52.7,317.17,732.88,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Caesionidae,Pterocaesio,tile,37346063,10,AD,Passing,
PL_L_WRECK_W_7-2-21_P02.MP4,5282,12:56.8,T1,02:56.2,636.72,1132.26,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Caesionidae,Caesio,lunaris,37346061,25,AD,Passing,
PL_L_WRECK_W_7-2-21_P02.MP4,13348,17:26.0,T2,00:59.3,463.43,310.26,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Pomacentridae,Chromis,,,2,AD,Passing,iomelas
PL_L_WRECK_W_7-2-21_P02.MP4,15091,18:24.1,T2,01:57.4,814.84,426.14,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Microdesmidae,Ptereleotris,evides,37435015,2,AD,Passing,
PL_L_WRECK_W_7-2-21_P03.MP4,3568,22:00.3,T3,02:08.0,87.65,260.9,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Labridae,Cheilinus,fasciatus,37384066,1,AD,Passing,
PL_L_WRECK_W_7-2-21_P03.MP4,4252,22:23.1,T3,02:30.8,1012.5,1037.24,0,0,,,,,,,Wreck_East_07022021,GFG,30-37m,Microdesmidae,Ptereleotris,evides,37435015,2,AD,Passing,
