"Survey","Reef","Site","Transect","Length_mm","Family","Genus","Species","Number","Comment","T_ID"
NA,"Flinders","Flinders_N1","T5",397.116,"Lethrinidae","Gymnocranius","euanus",1,NA,"NA_Flinders_N1_T5"
NA,"Flinders","Flinders_N1","T5",37.85,"Pomacentridae","Chromis","iomelas",12,NA,"NA_Flinders_N1_T5"
NA,"Flinders","Flinders_N1","T5",134.108,"Acanthuridae","Acanthurus","pyroferus",1,NA,"NA_Flinders_N1_T5"
NA,"Flinders","Flinders_N1","T5",347.898,"Lethrinidae","Gymnocranius","euanus",9,NA,"NA_Flinders_N1_T5"
NA,"Flinders","Flinders_N1","T5",394.447,"Mullidae","Parupeneus","barberinus",1,NA,"NA_Flinders_N1_T5"
NA,"Flinders","Flinders_N1","T5",361.473,"Mullidae","Parupeneus","ciliatus",1,NA,"NA_Flinders_N1_T5"
NA,"Flinders","Flinders_N1","T6",919.638,"Carcharhinidae","Carcharhinus","albimarginatus",1,NA,"NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T6",416.995,"Mullidae","Parupeneus","barberinus",1,NA,"NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T6",331.062,"Lethrinidae","Gymnocranius","eunanus",1,NA,"NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T6",101.622,"Chaetodontidae","Forcipiger","flavissimus",2,NA,"NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T6",469.309,"Lethrinidae","Monotaxis","grandoculis",1,NA,"NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T6",278.798,"Lethrinidae","Monotaxis","grandoculis",1,NA,"NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T6",290.17,"Scaridae","Scarus","sp",3,NA,"NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T6",322.153,"Acanthuridae","Acanthurus","grammoptilus",7,NA,"NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T6",183.207,"Acanthuridae","Acanthurus","pyroferus",1,NA,"NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T6",916.429,"Carcharhinidae","Carcharhinus","amblyrhynchos",1,NA,"NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T6",114.874,"Labridae","Anampses","feminius",1,NA,"NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T6",59.693,"Tetraodontidae","Canthigaster","axiologus",1,NA,"NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T7",197.232,"Monacanthidae","Cantherhines","dumerilii",1,NA,"NA_Flinders_N1_T7"
NA,"Flinders","Flinders_N1","T7",255.467,"Balistidae","Pseudobalistes","fuscus",1,NA,"NA_Flinders_N1_T7"
NA,"Flinders","Flinders_N1","T7",141.033,"Acanthuridae","Acanthurus","sp",4,NA,"NA_Flinders_N1_T7"
NA,"Flinders","Flinders_N1","T7",109.558,"Pomacanthidae","Centropyge","bicolor",1,NA,"NA_Flinders_N1_T7"
NA,"Flinders","Flinders_N1","T7",206.428,"Scaridae","Chlorurus","spilurus",1,NA,"NA_Flinders_N1_T7"
NA,"Flinders","Flinders_N1","T7",95.983,"Chaetodontidae","Chaetodon","mertensii",2,NA,"NA_Flinders_N1_T7"
NA,"Flinders","Flinders_N1","T1",56.4,"Balistidae","Pseudobalistes","flavimarginatus",1,NA,"NA_Flinders_N1_T1"
NA,"Flinders","Flinders_N1","T2",10.4,"Serranidae","Pseudanthias","tuka",21,NA,"NA_Flinders_N1_T2"
NA,"Flinders","Flinders_N1","T2",54.2,"Balistidae","Pseudobalistes","flavimarginatus",1,NA,"NA_Flinders_N1_T2"
NA,"Flinders","Flinders_N1","T3",57.3,"Balistidae","Pseudobalistes","flavimarginatus",1,NA,"NA_Flinders_N1_T3"
NA,"Flinders","Flinders_N1","T3",NA,"Lethrinidae","Gymnocranius",NA,1,"euanus_42","NA_Flinders_N1_T3"
NA,"Flinders","Flinders_N1","T3",NA,"Apogonidae","Rhabdamia","gracilis",300,NA,"NA_Flinders_N1_T3"
NA,"Flinders","Flinders_N1","T4",NA,"Pomacentridae","Chromis",NA,8,"iomelas_4.5","NA_Flinders_N1_T4"
NA,"Flinders","Flinders_N1","T4",18.1,"Mullidae","Parupeneus","multifasciatus",2,NA,"NA_Flinders_N1_T4"
NA,"Flinders","Flinders_N1","T4",57.8,"Balistidae","Pseudobalistes","flavimarginatus",4,NA,"NA_Flinders_N1_T4"
NA,"Flinders","Flinders_N1","T4",NA,"Serranidae","Pseudanthias",NA,65,"squamipinnis_10.3","NA_Flinders_N1_T4"
NA,"Flinders","Flinders_N1","T4",49.8,"Balistidae","Pseudobalistes","flavimarginatus",1,NA,"NA_Flinders_N1_T4"
NA,"Flinders","Flinders_N1","T4",21.4,"Zanclidae","Zanclus","cornutus",2,NA,"NA_Flinders_N1_T4"
NA,"Flinders","Flinders_N1","T5",29.9,"Monacanthidae","Cantherhines","dumerilii",2,NA,"NA_Flinders_N1_T5"
NA,"Flinders","Flinders_N1","T6",NA,"Lethrinidae","Gymnocranius",NA,4,"eunanus_34.6","NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T6",NA,"Lethrinidae","Gymnocranius",NA,4,"eunanus_36.1","NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T6",17.8,"Acanthuridae","Acanthurus","pyroferus",1,NA,"NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T6",11.2,"Acanthuridae","Ctenochaetus","sp",3,NA,"NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T6",NA,"Pomacentridae","Chromis","iomelas",7,NA,"NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T6",NA,"Pomacentridae","Chromis",NA,6,"iomelas_4.6","NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T6",NA,"Pomacanthidae","Centropyge",NA,1,"bicolor_10.3","NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T6",6.7,"Pomacentridae","Pomacentrus","sp",1,NA,"NA_Flinders_N1_T6"
NA,"Flinders","Flinders_N1","T7",95.6,"Carcharhinidae","Carcharhinus","amblyrhynchos",1,NA,"NA_Flinders_N1_T7"
NA,"Flinders","Flinders_N1","T7",14.6,"Acanthuridae","Acanthurus","pyroferus",1,NA,"NA_Flinders_N1_T7"
NA,"Flinders","Flinders_N1","T7",NA,"Pomacanthidae","Centropyge",NA,1,"bicolor_9.1","NA_Flinders_N1_T7"
NA,"Flinders","Flinders_N1","T7",NA,"Balistidae","Sufflamen",NA,1,"bursa_24.3","NA_Flinders_N1_T7"
NA,"Flinders","Flinders_N1","T7",NA,"Pomacentridae","Chromis",NA,3,"iomelas_4.7","NA_Flinders_N1_T7"
NA,"Flinders","Flinders_S1","T1",869.988,"Carcharhinidae","Carcharhinus","amblyrhynchos",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",727.526,"Lutjanidae","Lutjanus","bohar",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",126.19,"Acanthuridae","Ctenochaetus","binotatus",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",195.16,"Labridae","Oxycheilinus","celebicus",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",136.854,"Pomacentridae","Amblyglyphidodon","aureus",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",149.59,"Acanthuridae","Acanthurus","thompsoni",12,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",113.619,"Pomacentridae","Amblyglyphidodon","aureus",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",100.695,"Acanthuridae","Zebrasoma","scopas",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",113.107,"Acanthuridae","Ctenochaetus","sp",2,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",106.341,"Pomacentridae","Amblyglyphidodon","leucogaster",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",245.545,"Labridae","Thalassoma","lutescens",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",96.417,"Chaetodontidae","Hemitaurichthys","polylepis",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",119.025,"Pomacentridae","Chromis","xanthochira",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",112.357,"Chaetodontidae","Hemitaurichthys","polylepis",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",105.811,"Pomacanthidae","Centropyge","heraldi",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",132.839,"Pomacentridae","Amblyglyphidodon","leucogaster",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",128.813,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",104.744,"Chaetodontidae","Hemitaurichthys","polylepis",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",258.722,"Acanthuridae","Acanthurus","pyroferus",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",184.883,"Acanthuridae","Naso","lituratus",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",231.795,"Scaridae","Scarus","sp",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",167.011,"Acanthuridae","Ctenochaetus","striatus",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",207.957,"Acanthuridae","Acanthurus","pyroferus",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",301.465,"Monacanthidae","Cantherhines","dumerilii",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",259.726,"Lethrinidae","Monotaxis","grandoculis",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",114.598,"Pomacentridae","Chromis","alpha",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",193.822,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",213.541,"Labridae","Halichoeres","sp",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",1071.291,"Carangidae","Caranx","ignobilis",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T2",648.338,"Acanthuridae","Naso","vlamingii",2,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",673.575,"Labridae","Cheilinus","undulatus",1,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",111.921,"Pomacentridae","Amblyglyphidodon","aureus",1,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",153.787,"Acanthuridae","Acanthurus","thompsoni",4,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",72.527,"Pomacentridae","Chromis","amboinensis",2,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",130.015,"Acanthuridae","Acanthurus","thompsoni",2,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",116.763,"Pomacentridae","Amblyglyphidodon","aureus",1,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",148.311,"Acanthuridae","Acanthurus","thompsoni",5,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",114.017,"Serranidae","Pseudanthias","squamipinnis",1,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",112.99,"Acanthuridae","Ctenochaetus","sp",1,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",206.187,"Labridae","Gomphosus","varius",1,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",226.477,"Scaridae","Chlorurus","spilurus",3,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",267.625,"Scaridae","Scarus","chameleon",1,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",58.511,"Pomacentridae","Chromis","amboinensis",2,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",166.262,"Mullidae","Parupeneus","crassilabris",2,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",136.783,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",149.437,"Acanthuridae","Acanthurus","thompsoni",4,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",225.573,"Scaridae","Scarus","dimidiatus",1,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",184.53,"Acanthuridae","Ctenochaetus","striatus",1,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",92.372,"Pomacentridae","Amblyglyphidodon","aureus",1,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",133.449,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",105.305,"Acanthuridae","Ctenochaetus","sp",2,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",50.512,"Pomacentridae","Chromis","amboinensis",6,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",80.319,"Labridae","Labrichthys","unilineatus",1,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",1181.837,"Carcharhinidae","Carcharhinus","albimarginatus",1,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T3",139.562,"Acanthuridae","Acanthurus","thompsoni",2,NA,"NA_Flinders_S1_T3"
NA,"Flinders","Flinders_S1","T3",146.959,"Acanthuridae","Acanthurus","thompsoni",2,NA,"NA_Flinders_S1_T3"
NA,"Flinders","Flinders_S1","T3",123.016,"Acanthuridae","Ctenochaetus","sp",2,NA,"NA_Flinders_S1_T3"
NA,"Flinders","Flinders_S1","T3",124.902,"Pomacentridae","Amblyglyphidodon","leucogaster",1,NA,"NA_Flinders_S1_T3"
NA,"Flinders","Flinders_S1","T3",142.85,"Pomacentridae","Amblyglyphidodon","leucogaster",2,NA,"NA_Flinders_S1_T3"
NA,"Flinders","Flinders_S1","T3",184.153,"Lutjanidae","Macolor","niger",1,NA,"NA_Flinders_S1_T3"
NA,"Flinders","Flinders_S1","T3",176.339,"Acanthuridae","Acanthurus","thompsoni",2,NA,"NA_Flinders_S1_T3"
NA,"Flinders","Flinders_S1","T3",139.535,"Lutjanidae","Macolor","niger",1,NA,"NA_Flinders_S1_T3"
NA,"Flinders","Flinders_S1","T3",131.924,"Serranidae","Cephalopholis","urodeta",1,NA,"NA_Flinders_S1_T3"
NA,"Flinders","Flinders_S1","T4",92.863,"Chaetodontidae","Chaetodon","pelewensis",1,NA,"NA_Flinders_S1_T4"
NA,"Flinders","Flinders_S1","T4",71.357,"Pomacentridae","Pomacentrus","brachialis",1,NA,"NA_Flinders_S1_T4"
NA,"Flinders","Flinders_S1","T4",34.977,"Pomacentridae","Chromis","ternatensis",2,NA,"NA_Flinders_S1_T4"
NA,"Flinders","Flinders_S1","T4",76.898,"Chaetodontidae","Chaetodon","pelewensis",1,NA,"NA_Flinders_S1_T4"
NA,"Flinders","Flinders_S1","T4",44.638,"Pomacentridae","Chromis","amboinensis",3,NA,"NA_Flinders_S1_T4"
NA,"Flinders","Flinders_S1","T4",119.144,"Pomacentridae","Amblyglyphidodon","leucogaster",1,NA,"NA_Flinders_S1_T4"
NA,"Flinders","Flinders_S1","T4",92.339,"Acanthuridae","Ctenochaetus",NA,1,NA,"NA_Flinders_S1_T4"
NA,"Flinders","Flinders_S1","T4",184.297,"Acanthuridae","Acanthurus","pyroferus",1,NA,"NA_Flinders_S1_T4"
NA,"Flinders","Flinders_S1","T4",165.357,"Acanthuridae","Acanthurus","thompsoni",4,NA,"NA_Flinders_S1_T4"
NA,"Flinders","Flinders_S1","T4",97.44,"Acanthuridae","Ctenochaetus","striatus",1,NA,"NA_Flinders_S1_T4"
NA,"Flinders","Flinders_S1","T4",99.433,"Pomacanthidae","Centropyge","heraldi",1,NA,"NA_Flinders_S1_T4"
NA,"Flinders","Flinders_S1","T4",63.644,"Pomacentridae","Chromis","amboinensis",12,NA,"NA_Flinders_S1_T4"
NA,"Flinders","Flinders_S1","T4",260.395,"Lutjanidae","Lutjanus","bohar",1,NA,"NA_Flinders_S1_T4"
NA,"Flinders","Flinders_S1","T6",102.251,"Chaetodontidae","Chaetodon","meretensii",1,NA,"NA_Flinders_S1_T6"
NA,"Flinders","Flinders_S1","T6",208.5,"Serranidae","Plectropomus","leopardus",1,NA,"NA_Flinders_S1_T6"
NA,"Flinders","Flinders_S1","T6",358.485,"Serranidae","Plectropomus","laevis",1,NA,"NA_Flinders_S1_T6"
NA,"Flinders","Flinders_S1","T6",124.849,"Balistidae","Sufflamen","bursa",1,NA,"NA_Flinders_S1_T6"
NA,"Flinders","Flinders_S1","T6",129.957,"Pomacentridae","Amblyglyphidodon","leucogaster",1,NA,"NA_Flinders_S1_T6"
NA,"Flinders","Flinders_S1","T6",115.6,"Acanthuridae","Acanthurus","sp",1,NA,"NA_Flinders_S1_T6"
NA,"Flinders","Flinders_S1","T6",173.055,"Balistidae","Sufflamen","bursa",1,NA,"NA_Flinders_S1_T6"
NA,"Flinders","Flinders_S1","T6",151.929,"Lutjanidae","Lutjanus","bohar",1,NA,"NA_Flinders_S1_T6"
NA,"Flinders","Flinders_S1","T6",117.573,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"NA_Flinders_S1_T6"
NA,"Flinders","Flinders_S1","T6",59.423,"Pomacentridae","Chromis","amboinensis",16,NA,"NA_Flinders_S1_T6"
NA,"Flinders","Flinders_S1","T6",94.781,"Labridae",NA,"sp",1,NA,"NA_Flinders_S1_T6"
NA,"Flinders","Flinders_S1","T6",131.38,"Pomacentridae","Amblyglyphidodon","leucogaster",1,NA,"NA_Flinders_S1_T6"
NA,"Flinders","Flinders_S1","T6",158.94,"Acanthuridae","Acanthurus","pyroferus",1,NA,"NA_Flinders_S1_T6"
NA,"Flinders","Flinders_S1","T6",111.308,"Pomacentridae","Amblyglyphidodon","leucogaster",1,NA,"NA_Flinders_S1_T6"
NA,"Flinders","Flinders_S1","T6",139.42,"Chaetodontidae","Chaetodon","speculum",1,NA,"NA_Flinders_S1_T6"
NA,"Flinders","Flinders_S1","T7",872.749,"Carcharhinidae","Carcharhinus","albimarginatus",1,NA,"NA_Flinders_S1_T7"
NA,"Flinders","Flinders_S1","T7",626.376,"Serranidae","Plectropomus","leopardus",1,NA,"NA_Flinders_S1_T7"
NA,"Flinders","Flinders_S1","T7",207.744,"Caesionidae","Caesio","lunaris",14,NA,"NA_Flinders_S1_T7"
NA,"Flinders","Flinders_S1","T7",586.158,"Scaridae","Chlorurus","microrhinos",1,NA,"NA_Flinders_S1_T7"
NA,"Flinders","Flinders_S1","T1",NA,"Pomacentridae","Amblyglyphidodon","leucogaster",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",16.3,"Acanthuridae","Zebrasoma","scopas",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",NA,"Pomacanthidae","Centropyge",NA,1,"heraldi_11.2","NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T1",NA,"Chaetodontidae","Hemitaurichthys","polylepis",1,NA,"NA_Flinders_S1_T1"
NA,"Flinders","Flinders_S1","T2",7.8,"Pomacanthidae","Centropyge","sp",1,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",9,"Pomacentridae","Amblyglyphidodon","aureus",1,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",5.7,"Pomacentridae","Chromis","amboinensis",2,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T2",19.4,"Labridae","Anampses","meleagrides",1,NA,"NA_Flinders_S1_T2"
NA,"Flinders","Flinders_S1","T3",5.6,"Pomacentridae","Chromis","amboinensis",5,NA,"NA_Flinders_S1_T3"
NA,"Flinders","Flinders_S1","T3",11.6,"Pomacentridae","Amblyglyphidodon","leucogaster",1,NA,"NA_Flinders_S1_T3"
NA,"Flinders","Flinders_S1","T3",13.3,"Chaetodontidae","Chaetodon","lunulatus",1,NA,"NA_Flinders_S1_T3"
NA,"Flinders","Flinders_S1","T3",5.6,"Pomacentridae","Chromis","atripes",4,NA,"NA_Flinders_S1_T3"
NA,"Flinders","Flinders_S1","T3",17.8,"Acanthuridae","Acanthurus","pyroferus",1,NA,"NA_Flinders_S1_T3"
NA,"Flinders","Flinders_S1","T4",NA,"Pomacentridae","Chromis",NA,6,"retrofasciata_3.4","NA_Flinders_S1_T4"
NA,"Flinders","Flinders_S1","T4",6.2,"Pomacentridae","Chromis","amboinensis",4,NA,"NA_Flinders_S1_T4"
NA,"Flinders","Flinders_S1","T4",7,"Labridae","Labroides","dimidiatus",1,NA,"NA_Flinders_S1_T4"
NA,"Flinders","Flinders_S1","T4",16.1,"Chaetodontidae","Chaetodon","ornatissimus",1,NA,"NA_Flinders_S1_T4"
NA,"Flinders","Flinders_S1","T4",7.8,"Pomacentridae","Pomacentrus","brachialis",1,NA,"NA_Flinders_S1_T4"
NA,"Flinders","Flinders_S1","T5",68,"Carangidae","Caranx","melampygus",1,NA,"NA_Flinders_S1_T5"
NA,"Flinders","Flinders_S1","T5",6.2,"Pomacentridae","Chromis","amboinensis",15,NA,"NA_Flinders_S1_T5"
NA,"Flinders","Flinders_S1","T5",52,"Lutjanidae","Lutjanus","bohar",1,NA,"NA_Flinders_S1_T5"
NA,"Flinders","Flinders_S1","T5",6.3,"Pomacentridae","Pomacentrus","sp",4,NA,"NA_Flinders_S1_T5"
NA,"Flinders","Flinders_S1","T6",7.1,"Pomacentridae","Chromis","amboinensis",5,NA,"NA_Flinders_S1_T6"
NA,"Flinders","Flinders_S1","T6",16.7,"Chaetodontidae","Chaetodon","trifascialis",1,NA,"NA_Flinders_S1_T6"
NA,"Flinders","Flinders_S1","T6",12.2,"Serranidae","Pseudanthias","sp",4,NA,"NA_Flinders_S1_T6"
NA,"Flinders","Flinders_S1","T7",85,"Carcharhinidae","Carcharhinus","albimarginatus",1,NA,"NA_Flinders_S1_T7"
NA,"Flinders","Flinders_S1","T7",35.6,"Caesionidae","Caesio","lunaris",25,NA,"NA_Flinders_S1_T7"
NA,"Flinders","Flinders_S1","T7",6.4,"Pomacentridae","Chromis","amboinensis",8,NA,"NA_Flinders_S1_T7"
NA,"Frederick","Fred_W1","T1",NA,"Carcharhinidae","Carcharhinus","albimarginatus",1,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Acanthuridae","Naso","vlamingii",2,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Lutjanidae","Aprion","virescens",1,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Labridae","Labroides","dimidiatus",2,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Acanthuridae","Acanthurus","pyroferus",1,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Pomacentridae","Chromis","ternatensis",5,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Holocentridae","Myripristis","kuntee",1,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Balistidae","Sufflamen",NA,1,"bursa","NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Holocentridae","Myripristis","kuntee",1,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Acanthuridae","Acanthurus","pyroferus",1,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Pomacanthidae","Centropyge",NA,2,"heraldi","NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Pomacentridae","Chromis","ternatensis",12,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Pomacanthidae","Genicanthus",NA,12,"watanabei","NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Pomacentridae","Chromis","weberi",3,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Labridae","Labroides","dimidiatus",1,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Serranidae","Plectropomus","laevis",1,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Monacanthidae","Aluterus","scriptus",1,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Carcharhinidae","Carcharhinus","albimarginatus",1,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Acanthuridae","Acanthurus","olivaceus",1,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Pomacentridae","Chromis",NA,10,"iomelas","NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Pomacentridae","Chromis","ternatensis",8,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Acanthuridae","Acanthurus","pyroferus",1,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Scaridae","Scarus","sp",4,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Pomacanthidae","Centropyge",NA,2,"heraldi","NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Pomacanthidae","Genicanthus",NA,8,"watanabei","NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Pomacentridae","Chromis","ternatensis",15,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Pomacentridae","Chromis",NA,18,"iomelas","NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Pomacanthidae","Genicanthus",NA,1,"watanabei","NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T1",NA,"Cirrhitidae","Paracirrhites","forsteri",1,NA,"NA_Fred_W1_T1"
NA,"Frederick","Fred_W1","T2",NA,"Carcharhinidae","Carcharhinus","amblyrhynchoides",1,NA,"NA_Fred_W1_T2"
NA,"Frederick","Fred_W1","T2",NA,"Carcharhinidae","Carcharhinus","amblyrhynchos",1,NA,"NA_Fred_W1_T2"
NA,"Frederick","Fred_W1","T2",NA,"Chaetodontidae","Chaetodon",NA,1,"martensii","NA_Fred_W1_T2"
NA,"Frederick","Fred_W1","T2",NA,"Carcharhinidae","Carcharhinus","amblyrhynchos",1,NA,"NA_Fred_W1_T2"
NA,"Frederick","Fred_W1","T2",NA,"Carcharhinidae","Carcharhinus","amblyrhynchos",1,NA,"NA_Fred_W1_T2"
NA,"Herald","Herald_1","T1",116.975,"Chaetodontidae","Chaetodon","mertensii",2,NA,"NA_Herald_1_T1"
NA,"Herald","Herald_1","T1",99.401,"Chaetodontidae","Chaetodon","plebeius",2,NA,"NA_Herald_1_T1"
NA,"Herald","Herald_1","T1",60.331,"Pomacentridae","Chromis","iomelas",12,NA,"NA_Herald_1_T1"
NA,"Herald","Herald_1","T1",156.72,"Labridae","Oxycheilinus","digrammus",2,NA,"NA_Herald_1_T1"
NA,"Herald","Herald_1","T1",324.787,"Caesionidae","Caesio","lunaris",18,NA,"NA_Herald_1_T1"
