"Survey","Reef","Site","Transect","Length_mm","Family","Genus","Species","Number","Comment","T_ID"
NA,"Lihou","Lihou_N1","T13",17,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"NA_Lihou_N1_T13"
NA,"Lihou","Lihou_N1","T13",9,"Pomacentridae","Chromis","amboinensis",8,NA,"NA_Lihou_N1_T13"
NA,"Lihou","Lihou_N1","T13",18,"Acanthuridae","Acanthurus","thompsoni",6,NA,"NA_Lihou_N1_T13"
NA,"Lihou","Lihou_N1","T13",13,"Chaetodontidae","Chaetodon","kleinii",2,NA,"NA_Lihou_N1_T13"
NA,"Lihou","Lihou_N1","T13",16,"Acanthuridae","Acanthurus","thompsoni",5,NA,"NA_Lihou_N1_T13"
NA,"Lihou","Lihou_N1","T13",8,"Pomacentridae","Chromis","amboinensis",12,NA,"NA_Lihou_N1_T13"
NA,"Lihou","Lihou_N1","T13",19,"Acanthuridae","Ctenochaetus","striatus",1,NA,"NA_Lihou_N1_T13"
NA,"Lihou","Lihou_N1","T13",33.4,"Scaridae","Scarus","longipinnis",1,NA,"NA_Lihou_N1_T13"
NA,"Lihou","Lihou_N1","T13",25,"Mullidae","Parupeneus","multifasciatus",1,NA,"NA_Lihou_N1_T13"
NA,"Lihou","Lihou_N1","T13",22,"Lutjanidae","Lutjanus","kasmira",1,NA,"NA_Lihou_N1_T13"
NA,"Lihou","Lihou_N1","T13",12,"Labridae","Labroides","dimidiatus",1,NA,"NA_Lihou_N1_T13"
NA,"Lihou","Lihou_N1","T13",23,"Acanthuridae","Acanthurus","olivaceus",1,NA,"NA_Lihou_N1_T13"
NA,"Lihou","Lihou_N1","T13",16,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"NA_Lihou_N1_T13"
NA,"Lihou","Lihou_N1","T13",17,"Acanthuridae","Acanthurus","thompsoni",12,NA,"NA_Lihou_N1_T13"
NA,"Lihou","Lihou_S1","T1",230.583,"Acanthuridae","Acanthurus","auranticavus",8,NA,"NA_Lihou_S1_T1"
NA,"Lihou","Lihou_S1","T2",123.901,"Pomacanthidae","Centropyge","heraldi",1,NA,"NA_Lihou_S1_T2"
NA,"Lihou","Lihou_S1","T2",160.317,"Labridae","Choerodon","jordani",1,NA,"NA_Lihou_S1_T2"
NA,"Lihou","Lihou_S1","T4",1073.67,"Serranidae","Plectropomus","laevis",1,NA,"NA_Lihou_S1_T4"
NA,"Lihou","Lihou_S1","T5",297.032,"Acanthuridae","Acanthurus","blochii",5,NA,"NA_Lihou_S1_T5"
NA,"Lihou","Lihou_S1","T5",180.025,"Zanclidae","Zanclus","cornutus",1,NA,"NA_Lihou_S1_T5"
NA,"Lihou","Lihou_S1","T5",327.382,"Balistidae","Balistoides","conspicillum",1,NA,"NA_Lihou_S1_T5"
NA,"Lihou","Lihou_S1","T5",164.893,"Mullidae","Parupeneus","pleurostigma",1,NA,"NA_Lihou_S1_T5"
NA,"Lihou","Lihou_S1","T5",88.228,"Mullidae","Parupeneus","barberinoides",1,NA,"NA_Lihou_S1_T5"
NA,"Lihou","Lihou_S1","T5",66.106,"Mullidae","Parupeneus","pleurostigma",1,NA,"NA_Lihou_S1_T5"
NA,"Lihou","Lihou_S1","T5",146.453,"Mullidae","Parupeneus","barberinoides",1,NA,"NA_Lihou_S1_T5"
NA,"Lihou","Lihou_S1","T7",220.624,"Mullidae","Parupeneus","multifasciatus",1,NA,"NA_Lihou_S1_T7"
NA,"Lihou","Lihou_S1","T7",205.189,"Lethrinidae","Gymnocranius","euanus",5,NA,"NA_Lihou_S1_T7"
NA,"Lihou","Lihou_S1","T8",83.341,"Pomacentridae","Pomacentrus","moluccensis",2,NA,"NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T8",124.763,"Acanthuridae","Acanthurus","nubilis",1,NA,"NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T8",82.926,"Pomacentridae","Pomacentrus","sp",1,NA,"NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T8",413.469,"Balistidae","Balistoides","viridescens",1,NA,"NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T8",230.013,"Balistidae","Sufflamen","bursa",1,NA,"NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T8",224.49,"Scaridae","Scarus","sp",6,"maybe IP niger","NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T8",90.685,"Labridae","Labroides","dimidiatus",1,NA,"NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T8",388.682,"Serranidae","Plectropomus","leopardus",1,NA,"NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T8",376.896,"Balistidae","Pseudobalistes","fuscus",1,NA,"NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T8",86.371,"Pomacentridae","Pomacentrus","moluccensis",7,NA,"NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T8",327.941,"Acanthuridae","Acanthurus","grammoptilus",2,NA,"NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T8",142.414,"Mullidae","Parupeneus","barberinoides",2,NA,"NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T8",82.567,"Labridae","Choerodon","jordani",1,NA,"NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T1",NA,"Scaridae","Scarus","niger",2,NA,"NA_Lihou_S1_T1"
NA,"Lihou","Lihou_S1","T1",NA,"Labridae","Thalassoma","lutescens",1,NA,"NA_Lihou_S1_T1"
NA,"Lihou","Lihou_S1","T1",NA,"Acanthuridae","Ctenochaetus","striatus",1,NA,"NA_Lihou_S1_T1"
NA,"Lihou","Lihou_S1","T1",NA,"Pomacentridae","Chromis","ternatensis",12,NA,"NA_Lihou_S1_T1"
NA,"Lihou","Lihou_S1","T1",NA,"Scaridae","Scarus","flavipectoralis",2,NA,"NA_Lihou_S1_T1"
NA,"Lihou","Lihou_S1","T1",NA,"Lethrinidae","Monotaxis","grandoculis",1,NA,"NA_Lihou_S1_T1"
NA,"Lihou","Lihou_S1","T1",NA,"Serranidae","Plectropomus","leopardus",1,NA,"NA_Lihou_S1_T1"
NA,"Lihou","Lihou_S1","T1",NA,"Scaridae","Scarus","niger",2,NA,"NA_Lihou_S1_T1"
NA,"Lihou","Lihou_S1","T1",NA,"Chaetodontidae","Chaetodon","lineolatus",1,NA,"NA_Lihou_S1_T1"
NA,"Lihou","Lihou_S1","T1",NA,"Chaetodontidae","Chaetodon","mertensii",2,NA,"NA_Lihou_S1_T1"
NA,"Lihou","Lihou_S1","T1",NA,"Lutjanidae","Lutjanus","adetii",1,NA,"NA_Lihou_S1_T1"
NA,"Lihou","Lihou_S1","T1",NA,"Acanthuridae","Acanthurus","blochii",2,NA,"NA_Lihou_S1_T1"
NA,"Lihou","Lihou_S1","T1",NA,"Balistidae","Balistapus","undulatus",1,NA,"NA_Lihou_S1_T1"
NA,"Lihou","Lihou_S1","T1",NA,"Acanthuridae","Ctenochaetus","striatus",1,NA,"NA_Lihou_S1_T1"
NA,"Lihou","Lihou_S1","T1",NA,"Pomacentridae","Chromis","iomelas",1,NA,"NA_Lihou_S1_T1"
NA,"Lihou","Lihou_S1","T2",NA,"Haemulidae","Diagramma","pictum labiosum",1,NA,"NA_Lihou_S1_T2"
NA,"Lihou","Lihou_S1","T2",NA,"Acanthuridae","Acanthurus","nigricauda",8,NA,"NA_Lihou_S1_T2"
NA,"Lihou","Lihou_S1","T2",NA,"Balistidae","Sufflamen","bursa",1,NA,"NA_Lihou_S1_T2"
NA,"Lihou","Lihou_S1","T2",NA,"Pomacentridae","Pomacentrus","moluccensis",2,NA,"NA_Lihou_S1_T2"
NA,"Lihou","Lihou_S1","T2",NA,"Pomacentridae","Pomacentrus","moluccensis",3,NA,"NA_Lihou_S1_T2"
NA,"Lihou","Lihou_S1","T2",NA,"Scaridae","Scarus","frenatus",1,NA,"NA_Lihou_S1_T2"
NA,"Lihou","Lihou_S1","T2",NA,"Mullidae","Parupeneus","multifasciatus",1,NA,"NA_Lihou_S1_T2"
NA,"Lihou","Lihou_S1","T2",NA,"Pomacentridae","Stegastes","fasciolatus",2,NA,"NA_Lihou_S1_T2"
NA,"Lihou","Lihou_S1","T4",NA,"Pomacanthidae","Centropyge","heraldi",1,NA,"NA_Lihou_S1_T4"
NA,"Lihou","Lihou_S1","T4",NA,"Pomacentridae","Stegastes","fasciolatus",1,NA,"NA_Lihou_S1_T4"
NA,"Lihou","Lihou_S1","T5",NA,"Serranidae","Plectropomus","leopardus",1,NA,"NA_Lihou_S1_T5"
NA,"Lihou","Lihou_S1","T5",NA,"Chaetodontidae","Chaetodon","martensii",1,NA,"NA_Lihou_S1_T5"
NA,"Lihou","Lihou_S1","T5",NA,"Labridae","Cirrhilabrus","scottorum",1,NA,"NA_Lihou_S1_T5"
NA,"Lihou","Lihou_S1","T5",NA,"Labridae","Cirrhilabrus","punctatus",1,NA,"NA_Lihou_S1_T5"
NA,"Lihou","Lihou_S1","T5",NA,"Pomacentridae","Chromis","iomelas",2,NA,"NA_Lihou_S1_T5"
NA,"Lihou","Lihou_S1","T5",NA,"Labridae","Choerodon","jordani",1,NA,"NA_Lihou_S1_T5"
NA,"Lihou","Lihou_S1","T5",NA,"Mullidae","Parupeneus","pleurostigma",1,NA,"NA_Lihou_S1_T5"
NA,"Lihou","Lihou_S1","T5",NA,"Pomacentridae","Pomacentrus","moluccensis",1,NA,"NA_Lihou_S1_T5"
NA,"Lihou","Lihou_S1","T7",NA,"Acanthuridae","Acanthurus","grammoptilus",2,NA,"NA_Lihou_S1_T7"
NA,"Lihou","Lihou_S1","T7",NA,"Pomacanthidae","Centropyge","heraldi",1,NA,"NA_Lihou_S1_T7"
NA,"Lihou","Lihou_S1","T7",NA,"Pomacentridae","Stegastes","fasciolatus",1,NA,"NA_Lihou_S1_T7"
NA,"Lihou","Lihou_S1","T7",NA,"Serranidae","Cephalopholis","urodeta",1,NA,"NA_Lihou_S1_T7"
NA,"Lihou","Lihou_S1","T7",NA,"Acanthuridae","Ctenochaetus","striatus",1,NA,"NA_Lihou_S1_T7"
NA,"Lihou","Lihou_S1","T7",NA,"Pomacentridae","Pomacentrus","sp",8,NA,"NA_Lihou_S1_T7"
NA,"Lihou","Lihou_S1","T7",NA,"Serranidae","Cephalopholis","miniata",1,NA,"NA_Lihou_S1_T7"
NA,"Lihou","Lihou_S1","T8",NA,"Clupeidae",NA,"sp",3000,"large silvery school","NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T8",NA,"Pomacentridae","Pomacentrus","moluccensis",1,NA,"NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T8",NA,"Mullidae","Parupeneus","barberinoides",1,NA,"NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T8",NA,"Balistidae","Sufflamen","chrysopterum",1,NA,"NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T8",NA,"Pomacentridae","Pomacentrus",NA,6,"sp","NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T8",NA,"Pomacentridae","Pomacentrus","moluccensis",2,NA,"NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T8",NA,"Serranidae","Cephalopholis","urodeta",1,NA,"NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T8",NA,"Labridae","Oxycheilinus","digrammus",1,NA,"NA_Lihou_S1_T8"
NA,"Lihou","Lihou_S1","T9",NA,"Pomacentridae","Pomacentrus","sp",6,NA,"NA_Lihou_S1_T9"
NA,"Lihou","Lihou_S1","T9",NA,"Pomacentridae","Amphiprion","chrysopterus",2,NA,"NA_Lihou_S1_T9"
NA,"Lihou","Lihou_S1","T9",NA,"Pomacentridae","Pomacentrus","moluccensis",2,NA,"NA_Lihou_S1_T9"
NA,"Lihou","Lihou_S1","T9",NA,"Mullidae","Parupeneus","cyclostomus",1,NA,"NA_Lihou_S1_T9"
NA,"Lihou","Lihou_S1","T9",NA,"Pomacentridae","Pomacentrus","moluccensis",2,NA,"NA_Lihou_S1_T9"
NA,"Lihou","Lihou_S1","T9",NA,"Labridae","Cirrhilabrus","sp",2,NA,"NA_Lihou_S1_T9"
NA,"Lihou","Lihou_S1","T9",NA,"Pomacentridae","Pomacentrus","sp",4,NA,"NA_Lihou_S1_T9"
NA,"Lihou","Lihou_S1","T9",NA,"Mullidae","Parupeneus","barberinoides",2,NA,"NA_Lihou_S1_T9"
NA,"Marion","Marion_1","T1",NA,"Lethrinidae","Monotaxis","grandoculis",1,NA,"NA_Marion_1_T1"
NA,"Marion","Marion_1","T1",NA,"Acanthuridae","Ctenochaetus","striatus",3,NA,"NA_Marion_1_T1"
NA,"Marion","Marion_1","T1",NA,"Acanthuridae","Ctenochaetus","striatus",1,NA,"NA_Marion_1_T1"
NA,"Marion","Marion_1","T1",NA,"Lutjanidae","Lutjanus",NA,1,"adetii","NA_Marion_1_T1"
NA,"Marion","Marion_1","T1",NA,"Serranidae","Plectropomus","leopardus",1,NA,"NA_Marion_1_T1"
NA,"Marion","Marion_1","T1",NA,"Mullidae","Mulloidichthys","vanicolensis",2,NA,"NA_Marion_1_T1"
NA,"Marion","Marion_1","T5",NA,"Pomacentridae","Pomacentrus","moluccensis",3,NA,"NA_Marion_1_T5"
NA,"Marion","Marion_1","T6",NA,"Acanthuridae","Ctenochaetus","striatus",3,NA,"NA_Marion_1_T6"
NA,"Marion","Marion_1","T8",NA,"Balistidae","Balistoides","viridescens",1,NA,"NA_Marion_1_T8"
NA,"Marion","Marion_1","T1",NA,"Carcharhinidae","Carcharhinus","amblyrhynchos",1,NA,"NA_Marion_1_T1"
NA,"Marion","Marion_1","T1",NA,"Serranidae","Plectropomus","leopardus",1,NA,"NA_Marion_1_T1"
NA,"Marion","Marion_1","T1",NA,"Scaridae","Scarus","flavipectoralis",1,NA,"NA_Marion_1_T1"
NA,"Marion","Marion_1","T1",NA,"Serranidae","Plectropomus","leopardus",1,"200","NA_Marion_1_T1"
NA,"Marion","Marion_1","T1",NA,"Balistidae","Sufflamen","chrysopterum",1,NA,"NA_Marion_1_T1"
NA,"Marion","Marion_1","T1",NA,"Acanthuridae","Zebrasoma","scopas",1,NA,"NA_Marion_1_T1"
NA,"Marion","Marion_1","T1",NA,"Acanthuridae","Ctenochaetus","striatus",3,NA,"NA_Marion_1_T1"
NA,"Marion","Marion_1","T3",NA,"Lutjanidae","Aprion","virescens",1,NA,"NA_Marion_1_T3"
NA,"Marion","Marion_1","T4",NA,"Pomacentridae","Pomacentrus","moluccensis",2,NA,"NA_Marion_1_T4"
NA,"Marion","Marion_1","T5",NA,"Caesionidae","Dipterygonotus","balteatus",400,"maybe Dipterygonotus balteatus","NA_Marion_1_T5"
NA,"Marion","Marion_1","T5",NA,"Lutjanidae","Aprion","virescens",1,NA,"NA_Marion_1_T5"
NA,"Marion","Marion_1","T6",NA,"Acanthuridae","Ctenochaetus","nigricans",1,"CHECK Nigricans?","NA_Marion_1_T6"
NA,"Marion","Marion_1","T6",NA,"Acanthuridae","Ctenochaetus","striatus",1,NA,"NA_Marion_1_T6"
NA,"Marion","Marion_1","T6",NA,"Pomacentridae","Pomacentrus","moluccensis",1,NA,"NA_Marion_1_T6"
NA,"Marion","Marion_1","T6",NA,"Scaridae","Scarus","flavipectoralis",1,NA,"NA_Marion_1_T6"
NA,"Marion","Marion_1","T7",NA,"Labridae","Labroides","dimidiatus",1,NA,"NA_Marion_1_T7"
NA,"Marion","Marion_1","T8",NA,"Chaetodontidae","Chaetodon",NA,1,"pelewensis","NA_Marion_1_T8"
NA,"Marion","Marion_1","T8",NA,"Pomacentridae","Pomacentrus","moluccensis",1,NA,"NA_Marion_1_T8"
NA,"Osprey","Osp_N1","T1",1155.464,"Carcharhinidae","Carcharhinus","amblyrhynchos",1,NA,"NA_Osp_N1_T1"
NA,"Osprey","Osp_N1","T2",68.692,"Pomacentridae","Chromis","sp",1,NA,"NA_Osp_N1_T2"
NA,"Osprey","Osp_N1","T2",92.878,"Pomacentridae","Acanthochromis","polyacanthus",2,NA,"NA_Osp_N1_T2"
NA,"Osprey","Osp_N1","T2",87.733,"Pomacentridae","Acanthochromis","polyacanthus",6,NA,"NA_Osp_N1_T2"
NA,"Osprey","Osp_N1","T2",94.207,"Pomacanthidae","Genicanthus","bellus",1,NA,"NA_Osp_N1_T2"
NA,"Osprey","Osp_N1","T2",170.899,"Chaetodontidae","Forcipiger","flavissimus",3,NA,"NA_Osp_N1_T2"
NA,"Osprey","Osp_N1","T2",105.327,"Serranidae","Pseudanthias","pleurotaenia",6,NA,"NA_Osp_N1_T2"
NA,"Osprey","Osp_N1","T2",104.986,"Pomacentridae","Acanthochromis","polyacanthus",4,NA,"NA_Osp_N1_T2"
NA,"Osprey","Osp_N1","T3",514.795,"Lutjanidae","Macolor","niger",4,NA,"NA_Osp_N1_T3"
NA,"Osprey","Osp_N1","T3",588.424,"Lutjanidae","Macolor","niger",1,NA,"NA_Osp_N1_T3"
NA,"Osprey","Osp_N1","T3",181.235,"Mullidae","Parupeneus","multifasciatus",1,NA,"NA_Osp_N1_T3"
NA,"Osprey","Osp_N1","T3",361.738,"Carangidae",NA,NA,1,"black_scad_IDENTIFICATION","NA_Osp_N1_T3"
NA,"Osprey","Osp_N1","T3",46.422,"Pomacentridae","Chromis","margaritifer",1,NA,"NA_Osp_N1_T3"
NA,"Osprey","Osp_N1","T3",206.268,"Mullidae","Parupeneus","multifasciatus",1,NA,"NA_Osp_N1_T3"
NA,"Osprey","Osp_N1","T3",94.521,"Serranidae","Pseudanthias","sp",8,NA,"NA_Osp_N1_T3"
NA,"Osprey","Osp_N1","T3",227.262,"Serranidae","Cephalopholis","sp",1,NA,"NA_Osp_N1_T3"
NA,"Osprey","Osp_N1","T3",232.999,"Serranidae","Cephalopholis","sp",1,NA,"NA_Osp_N1_T3"
NA,"Osprey","Osp_N1","T3",152.922,"Holocentridae","Myripristis","sp",2,NA,"NA_Osp_N1_T3"
NA,"Osprey","Osp_N1","T3",372.882,"Pomacanthidae","Pomacanthus","imperator",1,NA,"NA_Osp_N1_T3"
NA,"Osprey","Osp_N1","T3",73.883,"Labridae","Labroides","dimidiatus",1,NA,"NA_Osp_N1_T3"
NA,"Osprey","Osp_N1","T3",87.886,"Pomacentridae","Chromis","alpha",1,NA,"NA_Osp_N1_T3"
NA,"Osprey","Osp_N1","T4",77.263,"Pomacentridae","Chromis","margaritifer",1,NA,"NA_Osp_N1_T4"
NA,"Osprey","Osp_N1","T4",71.913,"Tetraodontidae","Canthigaster","sp",1,NA,"NA_Osp_N1_T4"
NA,"Osprey","Osp_N1","T5",84.837,"Pomacentridae","Acanthochromis","polyacanthus",1,NA,"NA_Osp_N1_T5"
NA,"Osprey","Osp_N1","T5",60.397,"Serranidae","Pseudanthias","pleurotaenia",1,NA,"NA_Osp_N1_T5"
NA,"Osprey","Osp_N1","T5",207.882,"Serranidae","Cephalopholis","spiloparaea",1,NA,"NA_Osp_N1_T5"
NA,"Osprey","Osp_N1","T5",50.884,"Pomacentridae","Chromis","margaritifer",6,NA,"NA_Osp_N1_T5"
NA,"Osprey","Osp_N1","T5",45.484,"Pomacentridae","Chromis","margaritifer",5,NA,"NA_Osp_N1_T5"
NA,"Osprey","Osp_N1","T5",128.417,"Mullidae","Parupeneus","multifasciatus",2,NA,"NA_Osp_N1_T5"
NA,"Osprey","Osp_N1","T6",46.461,"Pomacentridae","Chromis","margaritifer",5,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",115.232,"Labridae","Bodianus","anthioides",1,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",108.627,"Pomacanthidae","Centropyge","bispinosa",1,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",63.595,"Pomacentridae","Acanthochromis","polyacanthus",1,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",109.688,"Serranidae","Pseudanthias","pleurotaenia",3,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",63.559,"Labridae","Labroides","dimidiatus",1,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",167.144,"Serranidae","Cephalopholis","leopardus",1,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",115.378,"Labridae","Thalassoma","sp",1,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",50.769,"Labridae","Labroides","dimidiatus",1,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",88.158,"Pomacentridae","Chromis","amboinensis",4,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",139.942,"Pomacentridae","Acanthochromis","polyacanthus",1,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",60.774,"Pomacentridae","Chrysiptera","flavipinnis",8,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",80.182,"Pomacentridae","Chromis","amboinensis",3,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",85.259,"Pomacentridae","Chromis","alpha",2,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",281.716,"Mullidae","Parupeneus","multifasciatus",2,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",119.529,"Serranidae","Pseudanthias","pleurotaenia",3,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",100.046,"Labridae","Pseudodax","sp",1,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",160.64,"Pomacanthidae","Centropyge","heraldi",2,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",247.038,"Labridae","Bodianus","anthioides",1,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",115.644,"Pomacentridae","Chromis","alpha",4,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",473.646,"Acanthuridae","Naso","annulatus",1,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",47.416,"Pomacentridae","Chromis","amboinensis",4,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",141.667,"Malacanthidae","Hoplolatilus","starcki",2,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",139.968,"Serranidae","Pseudanthias","pleurotaenia",1,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",35.026,"Pomacentridae","Chromis","margaritifer",5,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",99.489,"Pomacentridae","Chromis","amboinensis",4,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",28.9,"Pomacentridae","Chromis","amboinensis",4,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",27.685,"Pomacentridae","Chromis","margaritifer",5,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T6",65.421,"Labridae","Halichoeres","sp",1,NA,"NA_Osp_N1_T6"
NA,"Osprey","Osp_N1","T7",108.782,"Pomacanthidae","Genicanthus","melanospilos",3,NA,"NA_Osp_N1_T7"
NA,"Osprey","Osp_N1","T7",80.443,"Pomacentridae","Chromis","alpha",8,NA,"NA_Osp_N1_T7"
NA,"Osprey","Osp_N1","T7",133.351,"Serranidae","Pseudanthias","pleurotaenia",4,NA,"NA_Osp_N1_T7"
NA,"Osprey","Osp_N1","T7",67.404,"Pomacentridae","Chromis","amboinensis",10,NA,"NA_Osp_N1_T7"
NA,"Osprey","Osp_N1","T7",55.482,"Gobiidae","Nemateleotris","magnifica",2,NA,"NA_Osp_N1_T7"
NA,"Osprey","Osp_N1","T7",39.108,"Pomacentridae","Chromis","margaritifer",5,NA,"NA_Osp_N1_T7"
NA,"Osprey","Osp_N1","T7",151.778,"Acanthuridae","Ctenochaetus","binotatus",2,NA,"NA_Osp_N1_T7"
NA,"Osprey","Osp_N1","T7",202.874,"Labridae","Cheilinus","fasciatus",1,NA,"NA_Osp_N1_T7"
NA,"Osprey","Osp_N1","T7",113.741,"Pomacentridae","Acanthochromis","polyacanthus",3,NA,"NA_Osp_N1_T7"
NA,"Osprey","Osp_N1","T7",85.061,"Serranidae","Pseudanthias","pleurotaenia",1,NA,"NA_Osp_N1_T7"
NA,"Osprey","Osp_N1","T7",86.278,"Pomacentridae","Chromis","amboinensis",3,NA,"NA_Osp_N1_T7"
NA,"Osprey","Osp_N1","T7",261.376,"Labridae","Oxycheilinus","unifasciatus",1,NA,"NA_Osp_N1_T7"
NA,"Osprey","Osp_N1","T7",55.655,"Pomacentridae","Chromis","margaritifer",6,NA,"NA_Osp_N1_T7"
NA,"Osprey","Osp_N1","T7",72.288,"Pomacentridae","Chromis","amboinensis",8,NA,"NA_Osp_N1_T7"
NA,"Osprey","Osp_N1","T7",221.798,"Serranidae","Pseudanthias","pleurotaenia",4,NA,"NA_Osp_N1_T7"
NA,"Osprey","Osp_N1","T8",98.431,"Pomacentridae","Chromis","amboinensis",4,NA,"NA_Osp_N1_T8"
NA,"Osprey","Osp_N1","T8",53.715,"Pomacentridae","Chromis","margaritifer",4,NA,"NA_Osp_N1_T8"
NA,"Osprey","Osp_N1","T8",37.357,"Pomacentridae","Chromis","margaritifer",6,NA,"NA_Osp_N1_T8"
NA,"Osprey","Osp_N1","T9",62.425,"Labridae","Labroides","dimidiatus",1,NA,"NA_Osp_N1_T9"
NA,"Osprey","Osp_N1","T9",49.636,"Pomacentridae","Chromis","margaritifer",10,NA,"NA_Osp_N1_T9"
NA,"Osprey","Osp_N1","T9",210.177,"Labridae","Pseudodax","moluccanus",1,NA,"NA_Osp_N1_T9"
NA,"Osprey","Osp_N1","T9",135.052,"Serranidae","Cephalopholis","leopardus",1,NA,"NA_Osp_N1_T9"
NA,"Osprey","Osp_N1","T10",610.181,"Scaridae","Chlorurus","microrhinos",1,NA,"NA_Osp_N1_T10"
NA,"Osprey","Osp_N1","T10",118.095,"Serranidae","Cephalopholis","leopardus",1,NA,"NA_Osp_N1_T10"
NA,"Osprey","Osp_N1","T10",38.465,"Pomacentridae","Chromis","margaritifer",4,NA,"NA_Osp_N1_T10"
NA,"Osprey","Osp_N1","T10",167.471,"Balistidae","Sufflamen","bursa",1,NA,"NA_Osp_N1_T10"
NA,"Osprey","Osp_N1","T10",135.758,"Serranidae","Pseudanthias","pleurotaenia",12,NA,"NA_Osp_N1_T10"
NA,"Osprey","Osp_N1","T10",62.601,"Pomacentridae","Chromis","amboinensis",1,NA,"NA_Osp_N1_T10"
NA,"Osprey","Osp_N1","T11",108.002,"Mullidae","Parupeneus","multifasciatus",1,NA,"NA_Osp_N1_T11"
NA,"Osprey","Osp_N1","T11",152.523,"Labridae","Oxycheilinus","digrammus",1,NA,"NA_Osp_N1_T11"
NA,"Osprey","Osp_N1","T11",85.482,"Pomacentridae","Chromis","alpha",1,NA,"NA_Osp_N1_T11"
NA,"Osprey","Osp_N1","T11",58.668,"Serranidae","Pseudanthias","pleurotaenia",6,NA,"NA_Osp_N1_T11"
NA,"Osprey","Osp_N1","T11",152.685,"Labridae","Pseudodax","moluccanus",1,NA,"NA_Osp_N1_T11"
NA,"Osprey","Osp_N1","T11",90.213,"Pomacentridae","Chromis","alpha",1,NA,"NA_Osp_N1_T11"
NA,"Osprey","Osp_N1","T11",76.659,"Pomacanthidae","Centropyge","heraldi",1,NA,"NA_Osp_N1_T11"
NA,"Osprey","Osp_N1","T11",135.136,"Serranidae","Pseudanthias","pleurotaenia",16,NA,"NA_Osp_N1_T11"
NA,"Osprey","Osp_N1","T12",46.977,"Gobiidae","Nemateleotris","magnifica",1,NA,"NA_Osp_N1_T12"
NA,"Osprey","Osp_N1","T12",63.622,"Pomacentridae","Chromis","amboinensis",4,NA,"NA_Osp_N1_T12"
